pkg_name,testthat_dir_present,testthat_R_files_lines_cnt,demo_dir_present,demo_R_files_lines_cnt,data_dir_present,data_size_total,data_size_rda,data_size_rdata,data_size_txt,data_size_gz,data_size_csv,data_cnt_total,data_cnt_rda,data_cnt_rdata,data_cnt_txt,data_cnt_gz,data_cnt_csv,src_dir_present,src_files_size_total,src_files_size_h,src_files_size_cpp,src_files_size_c,src_files_cnt_total,src_files_cnt_h,src_files_cnt_cpp,src_files_cnt_c
CMatching,0,0,0,0,1,4189,4189,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
comtradr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWFSLSmoke,0,0,0,0,1,417058,0,417058,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
uiucthemes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
auk,1,0,0,0,1,229620,229620,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Delta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
partitionComparison,1,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rjmcmc,0,0,0,0,1,4103,0,4103,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
soundgen,0,0,0,0,1,7525,7525,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
spatstat.data,0,0,0,0,1,2578463,2577677,0,0,0,0,56,55,0,0,0,0,0,0,0,0,0,0,0,0,0
TileManager,1,59,0,0,1,504648,504648,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ClassDiscovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataMaid,0,0,0,0,1,18944,0,18944,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
mdsOpt,1,6,0,0,1,2637,2637,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
odr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PeakSegJoint,1,2480,0,0,1,748896,0,748896,0,0,0,8,0,8,0,0,0,1,51967,3451,0,48516,13,6,0,7
RcmdrPlugin.RiskDemo,0,0,0,0,1,4931187,4931108,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0
vein,0,0,1,213,1,164603,164603,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
tensorBF,0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WeightedROC,1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carData,0,0,0,0,1,272263,272263,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0
loon,1,40,1,1695,1,210537,210537,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
metaplot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nanotime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonmemica,0,0,0,0,1,359,0,359,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
clustermq,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fDMA,0,0,0,0,1,13818,0,13818,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LearnGeom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shadow,1,106,0,0,1,1755,0,1755,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
antaresProcessing,1,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecm,0,0,0,0,1,1965,0,1965,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
scalpel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
textreadr,1,3,0,0,1,67789,67789,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ggridges,1,153,0,0,1,63922,63922,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
boxcoxmix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seplyr,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frequencyConnectedness,1,0,0,0,1,80409,80409,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
grf,1,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5156611,4838000,178757,0,389,315,43,0
parallelDist,1,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66115,45988,18301,1488,18,10,5,1
revengc,0,0,0,0,1,1507,0,1507,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
smapr,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geex,1,398,0,0,1,5653,5653,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
geojsonR,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76418,9212,65401,1558,8,1,4,1
jtools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sparsepp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uGMAR,1,707,0,0,1,743,743,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HEMDAG,0,0,0,0,1,26964,26964,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
RInno,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
datasauRus,1,39,0,0,1,280347,280347,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
gravity,0,0,0,0,1,260591,0,260591,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
phuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rcoreoa,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROptSpace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BayLum,0,0,0,0,1,496303,0,496118,0,0,0,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0
CIAAWconsensus,0,0,0,0,1,5698,5698,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
dataCompareR,1,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
replyr,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hetGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70034,0,70034,0,8,0,8,0
later,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46843,32004,13800,995,16,5,9,1
ReIns,1,403,0,0,1,223568,0,223568,0,0,0,3,0,3,0,0,0,1,59950,4722,55200,0,10,3,6,0
gdns,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mbir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aiRthermo,0,0,0,0,1,284523,284523,0,0,0,0,5,5,0,0,0,0,1,71944,13890,0,58054,3,1,0,2
graphon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hIRT,0,0,0,0,1,7598,7598,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
reprex,1,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usmap,1,125,0,0,1,50088,50088,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BLPestimatoR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10426,0,9567,859,3,0,2,1
spData,0,0,0,0,1,231624,231624,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
LabourMarketAreas,0,0,0,0,1,29938,29938,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
mize,1,3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moveVis,0,0,0,0,1,44711,44711,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sgmcmc,1,615,0,0,1,4299567,4299557,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
document,1,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnvCpt,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDtest,0,0,0,0,1,413632,413632,0,0,0,0,2,2,0,0,0,0,1,2668,0,0,0,1,0,0,0
knor,1,114,0,0,1,2461,2461,0,0,0,0,2,2,0,0,0,0,1,344640,1592,197902,2149,86,1,29,1
nse,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,0,1999,0,2,0,2,0
SimPhe,1,38,0,0,1,1666,0,1666,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
bigstep,1,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bomrang,1,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geosapi,1,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
getCRUCLdata,1,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ggmosaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grec,0,0,1,27,1,2585,0,2585,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
merDeriv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
odpc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15494,0,15177,224,4,0,2,1
sjlabelled,0,0,0,0,1,17500,0,17500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fastnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IncDTW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12879,0,11988,891,3,0,2,1
mixKernel,0,0,0,0,1,302607,302459,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PhylogeneticEM,1,3204,0,0,1,2709,2709,0,0,0,0,1,1,0,0,0,0,1,37900,4986,32818,0,5,1,2,0
prettycode,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scorecard,0,0,0,0,1,14499,0,14499,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zoocat,1,266,0,0,1,812676,812676,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BIGL,1,348,0,0,1,41104,0,41104,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
datasets.load,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghibli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naniar,1,729,0,0,1,71638,71638,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
penaltyLearning,1,263,0,0,1,2796290,0,2796253,0,0,0,4,0,3,0,0,0,1,4850,550,4283,0,6,2,3,0
rly,1,2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,188,3,0,0,1
udpipe,0,0,0,0,1,2164,0,2164,0,0,0,1,0,1,0,0,0,1,1131335,8968,1122353,0,5,1,3,0
redR,0,0,0,0,1,235452,235452,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
reportROC,0,0,0,0,1,1651,0,1651,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fitur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ggdmc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182633,0,182366,0,10,0,8,0
healthcareai,1,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fastR2,0,0,0,0,1,613237,613237,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0
gamesGA,1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11705,0,0,11705,2,0,0,2
iMediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sinew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxonomizr,1,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,30,0,973,3,1,0,2
bayesImageS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79478,4741,74181,0,8,3,3,0
intccr,0,0,0,0,1,4624,4624,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lero.lero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OOBCurve,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PeerPerformance,0,0,0,0,1,46458,0,46458,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RiskPortfolios,1,265,0,0,1,5964,0,5964,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
covatest,0,0,0,0,1,32576,0,32576,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
fdANOVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cytometree,0,0,0,0,1,29222,29222,0,0,0,0,1,1,0,0,0,0,1,4377,0,4281,0,5,0,3,0
SSLASSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10169,0,0,10169,4,0,0,4
eDMA,0,0,0,0,1,48001,48001,0,0,0,0,2,2,0,0,0,0,1,30392,372,29729,0,11,3,6,0
MCMCvis,0,0,0,0,1,1389709,1389699,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tidycensus,0,0,0,0,1,18712,18712,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vpc,0,0,0,0,1,1042252,1042252,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
bgsmtr,0,0,0,0,1,179371,0,179371,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mclustcomp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7349,0,7067,0,4,0,2,0
supc,0,0,0,0,1,818300,818300,0,0,0,0,1,1,0,0,0,0,1,12339,790,9173,2280,7,1,3,2
startup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
symDMatrix,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TeXCheckR,1,360,0,0,1,2699,2699,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
tfruns,1,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adiv,0,0,0,0,1,13504,13504,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BGData,1,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gsynth,0,0,0,0,1,63261,0,63261,0,0,0,1,0,1,0,0,0,1,14161,0,12468,1596,5,0,2,1
keras,1,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perccalc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quickmatch,1,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16385,3812,0,12573,7,3,0,4
rtrim,1,573,0,0,1,1885,0,1885,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
scclust,1,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,344063,76176,0,239904,44,21,0,20
stepPenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CINNA,0,0,0,0,1,102628,102628,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
manet,0,0,0,0,1,866,866,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
micemd,0,0,0,0,1,227550,227550,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
sarima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BayesNetBP,0,0,0,0,1,24033,24033,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BioInstaller,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collapsibleTree,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59604,170,59204,0,5,1,2,0
geometa,1,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMSE,1,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176197,2553,0,173644,10,3,0,7
lidR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6072,0,6072,0,2,0,2,0
lmridge,0,0,0,0,1,288,288,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rstantools,1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rvinecopulib,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,321886,0,239146,80546,36,0,33,1
SSBtools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLMoments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12460,0,12460,0,4,0,4,0
quickblock,1,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20746,3821,0,16925,7,3,0,4
rsolr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1297,0,0,1297,2,0,0,2
lagged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,233293,14414,0,218806,9,2,0,6
shinyFeedback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
censusapi,0,0,0,0,1,172,0,172,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dwapi,1,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrbrthemes,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPEC,0,0,0,0,1,2282,2282,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
mockery,1,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweep,1,644,0,0,1,106450,106450,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
timetk,1,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
narray,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AbSim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bigstatsr,1,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60589,0,60361,0,20,0,18,0
DMMF,0,0,0,0,1,123067,123067,0,0,0,0,2,2,0,0,0,0,1,44174,1423,0,745,8,1,0,1
GPrank,0,0,0,0,1,3384,0,3384,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
haploR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
optrdd,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
textutils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
batchtools,1,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2560,0,0,2560,2,0,0,2
castor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,344475,0,344246,229,3,0,2,1
datastructures,1,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13424,0,11666,1707,6,0,4,1
mapedit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openEBGM,1,953,0,0,1,108775,108775,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
processx,1,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89014,5601,0,83100,16,3,0,11
BMisc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cholera,0,0,0,0,1,228834,0,228834,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0
civis,1,2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distances,1,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,289425,95649,137831,28478,44,18,15,7
vetr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241493,19885,0,221608,27,6,0,21
LMfilteR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
powerlmm,1,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ProliferativeIndex,0,0,0,0,1,1223902,1223860,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
snakecase,1,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL2Surv,0,0,0,0,1,887,887,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kirby21.base,0,0,0,0,1,811,811,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
kirby21.fmri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kirby21.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sequoia,0,0,0,0,1,49633,0,15929,33704,0,0,3,0,1,2,0,0,1,231888,0,0,2023,2,0,0,1
subprocess,1,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44340,2533,0,41696,9,2,0,5
genBaRcode,1,7,0,0,1,10552,10552,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
libstableR,0,0,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182514,23270,12428,146789,20,5,2,12
MCMCprecision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16269,0,14504,1493,8,0,6,1
jcolors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDmining,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRISMAstatement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxa,1,1390,0,0,1,447689,447689,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
gridsample,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nsROC,0,0,0,0,1,340,340,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
roadoi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tmaptools,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coda.base,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10806,399,10165,0,5,1,2,0
crochet,1,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSAIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gasfluxes,1,273,0,0,1,48356,48356,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MatrixLDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6418,0,6369,0,3,0,2,0
reticulate,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119215,46211,73004,0,9,4,5,0
rPraat,1,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simmer.plot,1,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ggformula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
icesTAF,0,0,0,0,1,1210,1210,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
pre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOSTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bayesplot,1,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LncFinder,0,0,0,0,1,19119,19119,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
colourvision,1,584,0,0,1,8852,8852,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
hyper2,0,0,0,0,1,7168,7168,0,0,0,0,4,4,0,0,0,0,1,14354,0,13021,1333,3,0,2,1
flifo,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gcKrig,0,0,0,0,1,11401,0,11401,0,0,0,4,0,4,0,0,0,1,16664,0,16564,0,5,0,3,0
geomerge,0,0,0,0,1,1528532,0,1528488,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
janitor,1,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
statip,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2285,0,0,2285,1,0,0,1
dotCall64,1,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48467,0,0,47893,5,0,0,3
