pkg_name,pkg_vig_any,pkg_vig_name,words_cnt
timetk,1,vignettes/TK03_Forecasting_Using_Time_Series_Signature.html,1666
narray,1,vignettes/narray.html,318
AbSim,1,vignettes/vignette.html,2390
bigstatsr,0,NA,NA
DMMF,0,NA,NA
GPrank,1,vignettes/GPrank.html,1806
haploR,1,vignettes/haplor-vignette.html,908
optrdd,0,NA,NA
textutils,1,vignettes/btable.pdf,55
batchtools,1,vignettes/batchtools.pdf,4974
castor,0,NA,NA
datastructures,1,vignettes/datastructures.html,1495
mapedit,0,NA,NA
openEBGM,1,vignettes/x1_introAndDataPrepVignette.html,1220
openEBGM,1,vignettes/x2_rawDataProcessingVignette.html,631
openEBGM,1,vignettes/x3_hyperParameterVignette.html,1780
openEBGM,1,vignettes/x4_posteriorCalculationVignette.html,1026
openEBGM,1,vignettes/x5_openEBGMObjectVignette.html,866
processx,0,NA,NA
BMisc,0,NA,NA
cholera,1,vignettes/duplicate.missing.cases.html,285
cholera,1,vignettes/kernel.density.html,57
cholera,1,vignettes/pump.neighborhoods.html,1067
cholera,1,vignettes/roads.html,579
cholera,1,vignettes/time.series.html,95
cholera,1,vignettes/unstacking.bars.html,695
civis,1,vignettes/civis_ml.html,1342
civis,1,vignettes/concurrency.html,723
civis,1,vignettes/data_import_and_export.html,961
civis,1,vignettes/quick_start.html,462
distances,0,NA,NA
vetr,1,vignettes/alike.html,2246
vetr,1,vignettes/vetr.html,1359
LMfilteR,0,NA,NA
powerlmm,1,vignettes/simulations.html,1791
powerlmm,1,vignettes/technical.pdf,1173
powerlmm,1,vignettes/three-level.html,1514
powerlmm,1,vignettes/two-level.html,661
ProliferativeIndex,1,vignettes/ProliferativeIndexVignette.html,550
snakecase,1,vignettes/caseconverters.html,163
EL2Surv,0,NA,NA
kirby21.base,0,NA,NA
kirby21.fmri,0,NA,NA
kirby21.t1,0,NA,NA
sequoia,1,vignettes/sequoia.pdf,5796
subprocess,1,vignettes/intro.html,1287
genBaRcode,0,NA,NA
libstableR,0,NA,NA
MCMCprecision,1,vignettes/Heck_2018_Statistics_and_Computing.pdf,6129
jcolors,1,vignettes/using_the_jcolors_package.html,341
IDmining,0,NA,NA
PRISMAstatement,1,vignettes/PRISMA.html,350
taxa,1,vignettes/taxa-introduction.html,4697
gridsample,1,vignettes/Rwanda.html,445
nsROC,0,NA,NA
roadoi,1,vignettes/intro.html,718
tmaptools,0,NA,NA
coda.base,0,NA,NA
crochet,0,NA,NA
DSAIDE,1,vignettes/DSAIDE.html,1631
gasfluxes,1,vignettes/gasfluxes-howto.html,1083
MatrixLDA,0,NA,NA
reticulate,1,vignettes/arrays.html,1516
reticulate,1,vignettes/calling_python.html,1772
reticulate,1,vignettes/package.html,926
reticulate,1,vignettes/python_packages.html,511
reticulate,1,vignettes/r_markdown.html,315
reticulate,1,vignettes/versions.html,495
rPraat,0,NA,NA
simmer.plot,1,vignettes/plot.simmer.html,350
simmer.plot,1,vignettes/plot.trajectory.html,175
ggformula,1,vignettes/ggformula-blog.html,1346
ggformula,1,vignettes/ggformula.html,3046
icesTAF,0,NA,NA
pre,0,NA,NA
TOSTER,1,vignettes/IntroductionToTOSTER.html,998
bayesplot,1,vignettes/graphical-ppcs.html,1537
bayesplot,1,vignettes/plotting-mcmc-draws.html,1013
bayesplot,1,vignettes/visual-mcmc-diagnostics.html,3174
LncFinder,0,NA,NA
colourvision,1,vignettes/colourvision-vignette.html,2486
hyper2,1,vignettes/hyper2.pdf,2600
flifo,1,vignettes/flifo-vignette.html,237
gcKrig,0,NA,NA
geomerge,0,NA,NA
janitor,1,vignettes/janitor.html,593
janitor,1,vignettes/tabyls.html,963
statip,0,NA,NA
dotCall64,0,NA,NA
reghelper,0,NA,NA
sylly,1,vignettes/sylly_vignette.html,731
makedummies,0,NA,NA
woeBinning,0,NA,NA
CBCgrps,0,NA,NA
CSeqpat,0,NA,NA
aws.ec2metadata,0,NA,NA
errors,0,NA,NA
GPoM,1,vignettes/a_GeneralIntro.pdf,897
GPoM,1,vignettes/b1_Conventions.pdf,644
GPoM,1,vignettes/b2_PreProcessing.pdf,1692
GPoM,1,vignettes/b3_Modelling.pdf,2659
GPoM,1,vignettes/b4_VisualizeOutputs.pdf,831
GPoM,1,vignettes/b5_Predictability.pdf,990
GPoM,1,vignettes/b6_Sensitivity.pdf,1999
GPoM,1,vignettes/b7_Retro-modelling.pdf,3184
projmanr,0,NA,NA
regplot,0,NA,NA
dbplyr,1,vignettes/dbplyr.html,1821
dbplyr,1,vignettes/new-backend.html,337
dbplyr,1,vignettes/sql-translation.html,1496
netCoin,1,vignettes/netCoin.html,651
oddsratio,1,vignettes/function_tutorial.html,826
shinyjqui,1,vignettes/introduction.html,1434
shinyjqui,1,vignettes/orderInput.html,333
shinyjqui,1,vignettes/save-and-restore.html,352
simglm,1,vignettes/GeneralizedModels_legacy.html,505
simglm,1,vignettes/Intro_legacy.html,2069
simglm,1,vignettes/Power_legacy.html,1304
simglm,1,vignettes/simulation_arguments.html,3606
simglm,1,vignettes/tidy_simulation.html,2038
simglm,1,vignettes/unbalanced_legacy.html,1223
textTinyR,1,vignettes/functionality_of_textTinyR_package.html,5320
textTinyR,1,vignettes/word_vectors_doc2vec.html,1183
anMC,0,NA,NA
safer,0,NA,NA
mapsapi,1,vignettes/intro.html,452
nmaINLA,1,vignettes/nmaINLA.pdf,696
officer,1,vignettes/officer_reader.html,337
officer,1,vignettes/powerpoint.html,1557
officer,1,vignettes/word.html,2038
textclean,0,NA,NA
WordR,1,vignettes/WordR.html,253
ggiraphExtra,1,vignettes/ggPredict.html,568
ggiraphExtra,1,vignettes/introduction.html,236
MSbox,0,NA,NA
survutils,0,NA,NA
BAMBI,0,NA,NA
ggpval,1,vignettes/ggpval.html,210
wdman,1,vignettes/basics.html,748
BALCONY,0,NA,NA
ggstance,0,NA,NA
lumberjack,1,vignettes/extending.html,290
lumberjack,1,vignettes/intro.html,759
Seurat,0,NA,NA
spind,1,vignettes/spind_vignette.html,2957
spm,1,vignettes/spm.html,1227
vagalumeR,0,NA,NA
blastula,0,NA,NA
ncar,0,NA,NA
NonCompart,0,NA,NA
rwalkr,0,NA,NA
binman,1,vignettes/binman-Basics.html,626
CNLTreg,0,NA,NA
CNLTtsa,0,NA,NA
future.batchtools,1,vignettes/future.batchtools.html,674
qqplotr,1,vignettes/introduction.html,1114
rmpw,0,NA,NA
SmoothWin,0,NA,NA
CATkit,0,NA,NA
CodeDepends,1,vignettes/intro.html,772
dgo,0,NA,NA
easyDes,0,NA,NA
glue,1,vignettes/speed.html,277
glue,1,vignettes/transformers.html,594
pinp,1,vignettes/pinp.pdf,869
rmda,0,NA,NA
RTransProb,0,NA,NA
scatterpie,1,vignettes/scatterpie.html,151
BayesianTools,1,vignettes/BayesianTools.html,3970
beyondWhittle,0,NA,NA
DendroSync,0,NA,NA
GCalignR,1,vignettes/GCalignR_How_does_the_Algorithm_work.html,2016
GCalignR,1,vignettes/GCalignR_step_by_step.html,2640
keyring,0,NA,NA
ordinalForest,0,NA,NA
spacyr,0,NA,NA
WRTDStidal,0,NA,NA
benchr,0,NA,NA
GreedyExperimentalDesign,0,NA,NA
MODIStsp,1,vignettes/MODIStsp.pdf,4462
Rlinsolve,0,NA,NA
SpaDES.tools,0,NA,NA
FRK,1,vignettes/FRK_intro.pdf,8370
htree,0,NA,NA
incadata,1,vignettes/incadoc.html,362
Rlda,0,NA,NA
gemlog,0,NA,NA
MAGNAMWAR,1,vignettes/using_mag.html,2061
qGaussian,0,NA,NA
spass,0,NA,NA
desctable,1,vignettes/desctable.html,1430
polyPK,1,vignettes/my-vignette.html,435
bayesDP,1,vignettes/bdpbinomial-vignette.html,1552
bayesDP,1,vignettes/bdplm-vignette.html,1392
bayesDP,1,vignettes/bdpnormal-vignette.html,1580
bayesDP,1,vignettes/bdpsurvival-vignette.html,2389
cetcolor,1,vignettes/cet_color_schemes.html,238
crul,1,vignettes/async.html,370
crul,1,vignettes/crul_vignette.html,386
crul,1,vignettes/curl-options.html,946
crul,1,vignettes/how-to-use-crul.html,434
MetaSubtract,0,NA,NA
pdfsearch,1,vignettes/intro_to_pdfsearch.html,2599
qicharts2,1,vignettes/qicharts2.html,4984
rhoR,0,NA,NA
spelling,0,NA,NA
phylopath,1,vignettes/binary_models.html,518
phylopath,1,vignettes/intro_to_phylopath.html,1414
ggforce,1,vignettes/Visual_Guide.html,2842
ggraph,1,vignettes/Edges.html,1764
ggraph,1,vignettes/Layouts.html,1291
ggraph,1,vignettes/Nodes.html,605
AcousticNDLCodeR,0,NA,NA
CytobankAPI,1,vignettes/cytobank-advanced-analyses.html,818
CytobankAPI,1,vignettes/cytobank-quickstart.html,849
docxtools,1,vignettes/numbers-in-engineering-format.html,527
docxtools,1,vignettes/put-workspace-in-docx.html,464
ggfittext,1,vignettes/introduction-to-ggfittext.html,918
bmixture,0,NA,NA
permDep,0,NA,NA
satscanMapper,0,NA,NA
GADMTools,1,vignettes/Using_GADMTools.pdf,2074
kernelboot,0,NA,NA
visdat,1,vignettes/using_visdat.html,935
DatabionicSwarm,1,vignettes/DatabionicSwarm.html,947
GeneralizedUmatrix,1,vignettes/GeneralizedUmatrix.html,541
ggedit,0,NA,NA
glmmTMB,1,vignettes/covstruct.html,1297
glmmTMB,1,vignettes/mcmc.html,171
glmmTMB,1,vignettes/miscEx.html,58
glmmTMB,1,vignettes/sim.html,135
glmmTMB,1,vignettes/troubleshooting.html,772
glmmTMB,1,vignettes/glmmTMB.pdf,1298
processmapR,1,vignettes/processmapr.html,18
spup,1,vignettes/CN_v2.html,1899
spup,1,vignettes/DEM_v3.html,2024
spup,1,vignettes/ExternalModel_v2.html,640
spup,1,vignettes/Rotterdam.html,995
disco,0,NA,NA
drtmle,1,vignettes/using_drtmle.html,5084
neatmaps,0,NA,NA
simule,0,NA,NA
bupaR,0,NA,NA
GenomicMating,0,NA,NA
ImputeRobust,0,NA,NA
biolink,0,NA,NA
crplyr,0,NA,NA
expint,1,vignettes/expint.pdf,1465
learnr,0,NA,NA
mfe,1,vignettes/mfe-vignette.html,1864
multicmp,0,NA,NA
pool,0,NA,NA
SCORPIUS,1,vignettes/ginhoux.html,364
SCORPIUS,1,vignettes/simulated-data.html,397
support.BWS2,0,NA,NA
taxlist,1,vignettes/taxlist-intro.html,1007
vegtable,0,NA,NA
cld3,0,NA,NA
dynOmics,1,vignettes/DynOmicsUserManual.html,1004
prioritizr,1,vignettes/gurobi_installation.html,1266
prioritizr,1,vignettes/prioritizr.html,6028
prioritizr,1,vignettes/publication_record.html,78
prioritizr,1,vignettes/saltspring.html,1261
prioritizr,1,vignettes/tasmania.html,1501
prioritizr,1,vignettes/zones.html,1923
raptr,1,vignettes/raptr.html,4864
ropercenter,1,vignettes/ropercenter-vignette.html,820
SimMultiCorrData,1,vignettes/benefits.html,998
SimMultiCorrData,1,vignettes/dist_comp.html,534
SimMultiCorrData,1,vignettes/errorloop.html,272
SimMultiCorrData,1,vignettes/functions.html,1629
SimMultiCorrData,1,vignettes/method_comp.html,1217
SimMultiCorrData,1,vignettes/sixth_validpdf.html,1264
SimMultiCorrData,1,vignettes/variable_types.html,948
SimMultiCorrData,1,vignettes/workflow.html,2245
colordistance,1,vignettes/binning-methods.html,3289
colordistance,1,vignettes/color-metrics.html,1235
colordistance,1,vignettes/color-spaces.html,1864
colordistance,1,vignettes/colordistance-introduction.html,2396
colordistance,1,vignettes/lab-analyses.html,867
CytobankAPIstats,0,NA,NA
dng,0,NA,NA
GBJ,1,vignettes/GBJ_tutorial.html,927
ClusterBootstrap,0,NA,NA
fetchR,1,vignettes/introduction-to-fetchR.html,1314
jpmesh,1,vignettes/usage.html,128
padr,1,vignettes/padr_custom.html,536
padr,1,vignettes/padr_implementation.html,583
padr,1,vignettes/padr.html,1209
treeDA,1,vignettes/treeda-vignette.html,1474
unpivotr,1,vignettes/compass-directions.html,1240
unpivotr,1,vignettes/html.html,336
unpivotr,1,vignettes/small-multiples.html,563
catcont,0,NA,NA
cellWise,1,vignettes/DDC_examples.html,730
cellWise,1,vignettes/Wrap_examples.html,599
multinet,0,NA,NA
phylogram,1,vignettes/phylogram-vignette.html,1825
coreCT,1,vignettes/Using_coreCT.html,620
mosaicCore,0,NA,NA
patternplot,1,vignettes/patternplot-intro.html,315
RIA,1,vignettes/RIA.html,15892
splot,0,NA,NA
hexSticker,0,NA,NA
KnowBR,0,NA,NA
subscreen,0,NA,NA
BUCSS,0,NA,NA
fastDummies,1,vignettes/making-dummy-rows.html,406
fastDummies,1,vignettes/making-dummy-variables.html,413
googleLanguageR,1,vignettes/nlp.html,1360
googleLanguageR,1,vignettes/setup.html,349
googleLanguageR,1,vignettes/speech.html,398
googleLanguageR,1,vignettes/text-to-speech.html,614
googleLanguageR,1,vignettes/translation.html,447
LEGIT,1,vignettes/GxE_testing.html,700
LEGIT,1,vignettes/LEGIT.html,1120
mlrMBO,1,vignettes/mlrMBO.html,590
tidyxl,1,vignettes/data-validation-rules.html,1613
tidyxl,1,vignettes/smells.html,713
tidyxl,1,vignettes/tidyxl.html,2071
momentuHMM,1,vignettes/momentuHMM.pdf,12902
womblR,1,vignettes/womblR-example.html,2046
chinese.misc,0,NA,NA
cstab,0,NA,NA
ggimage,1,vignettes/ggimage.html,264
prodest,0,NA,NA
rdiversity,0,NA,NA
spam64,0,NA,NA
uptasticsearch,0,NA,NA
ahnr,1,vignettes/ahn.html,255
asciiSetupReader,1,vignettes/Introduction_to_asciiReader.html,521
bayeslm,0,NA,NA
CircularDDM,0,NA,NA
MetaComp,0,NA,NA
fuser,1,vignettes/subgroup_fusion.html,714
walrus,0,NA,NA
AdhereR,1,vignettes/AdhereR-overview.html,7246
AdhereR,1,vignettes/calling-AdhereR-from-python3.html,3504
AdhereR,1,vignettes/adherer_with_databases.pdf,4354
bsamGP,0,NA,NA
loder,0,NA,NA
MultisiteMediation,0,NA,NA
prophet,1,vignettes/quick_start.html,197
jpndistrict,0,NA,NA
lingtypology,1,vignettes/lingtypology_creating_maps.html,2444
lingtypology,1,vignettes/lingtypology_db_API.html,404
lingtypology,1,vignettes/lingtypology_dplyr.html,878
lingtypology,1,vignettes/lingtypology_glottolog_functions.html,479
lingtypology,1,vignettes/lingtypology_intro.html,163
tuckerR.mmgg,0,NA,NA
ROpenDota,0,NA,NA
beginr,0,NA,NA
diceR,1,vignettes/overview.html,1308
jwutil,1,vignettes/testing.html,330
leaflet.minicharts,1,vignettes/introduction.html,827
manipulateWidget,1,vignettes/manipulateWidgets.html,1385
ompr,0,NA,NA
ompr.roi,0,NA,NA
rclimateca,1,vignettes/ec_climate.html,1812
StatCharrms,1,vignettes/StatCharrms.pdf,3783
teachingApps,0,NA,NA
odbc,0,NA,NA
bivrp,0,NA,NA
briskaR,1,vignettes/demonstrations.html,306
ConR,1,vignettes/my-vignette.html,2440
fst,0,NA,NA
LAM,0,NA,NA
mixR,0,NA,NA
RegularizedSCA,1,vignettes/RSCA-vignette.html,530
textshape,0,NA,NA
tigreBrowserWriter,0,NA,NA
wikilake,1,vignettes/scrape_michigan_lakes.html,188
SPAtest,0,NA,NA
alterryx,1,vignettes/using_alterryx.html,689
networktools,1,vignettes/Impact.pdf,2495
powerCompRisk,0,NA,NA
Tcomp,1,vignettes/tourism-comp.html,1043
pkr,0,NA,NA
qrcmNP,0,NA,NA
rwc,0,NA,NA
tangram,1,vignettes/example.html,500
tangram,1,vignettes/fda-example.html,1317
tangram,1,vignettes/single-style.html,147
tangram,1,vignettes/summary-example.html,400
excerptr,1,vignettes/excerptr_Introduction.html,175
LocalControl,1,vignettes/LocalControl-jss-2018.pdf,9138
shinymaterial,0,NA,NA
hmi,1,vignettes/my-vignette.html,2054
PSTR,0,NA,NA
sitreeE,0,NA,NA
welchADF,0,NA,NA
metaforest,0,NA,NA
redux,1,vignettes/redux.html,1368
graphkernels,0,NA,NA
purrrlyr,0,NA,NA
ramcmc,1,vignettes/ramcmc.html,508
RatingScaleReduction,0,NA,NA
RchivalTag,0,NA,NA
rdwd,1,vignettes/cases.html,471
rdwd,1,vignettes/mapDWD.html,176
rdwd,1,vignettes/rdwd.html,946
StructFDR,1,vignettes/StructFDR.html,693
DClusterm,1,vignettes/DClusterm.pdf,5644
joineRML,1,vignettes/joineRML.html,1252
joineRML,1,vignettes/technical.pdf,2871
qgam,1,vignettes/qgam.html,1306
RHMS,0,NA,NA
MetaLonDA,1,vignettes/MetaLonDA.html,265
aws.s3,0,NA,NA
clampSeg,0,NA,NA
DisHet,0,NA,NA
edgarWebR,1,vignettes/edgarWebR.html,689
edgarWebR,1,vignettes/parsing.html,923
PeakSegOptimal,0,NA,NA
BiDAG,0,NA,NA
DPP,1,vignettes/DPPGettingStarted.pdf,222
DPP,1,vignettes/DPPReference.pdf,1589
lvec,0,NA,NA
neurohcp,1,vignettes/hcp.html,381
bssm,1,vignettes/bssm.pdf,5339
bssm,1,vignettes/growth_model.pdf,1006
frailtyEM,1,vignettes/frailtyEM_manual.pdf,7116
ukbtools,1,vignettes/explore-ukb-data.html,1482
unsystation,0,NA,NA
ALA4R,1,vignettes/ALA4R.html,1984
genotypeR,1,vignettes/genotypeR.html,1134
ICtest,1,vignettes/ICA.html,962
ICtest,1,vignettes/PCA.html,528
ICtest,1,vignettes/SIR.html,192
margins,1,vignettes/Introduction.html,3478
margins,1,vignettes/Stata.html,141
margins,1,vignettes/TechnicalDetails.pdf,5933
microPop,1,vignettes/microPop.pdf,5381
philentropy,1,vignettes/Distances.html,483
philentropy,1,vignettes/Information_Theory.html,583
philentropy,1,vignettes/Introduction.html,253
prediction,0,NA,NA
quadprogXT,0,NA,NA
regnet,0,NA,NA
templates,1,vignettes/Template_Programming_in_R.html,243
ziphsmm,0,NA,NA
AIG,0,NA,NA
easycsv,0,NA,NA
kableExtra,1,vignettes/awesome_table_in_html.html,2502
kableExtra,1,vignettes/awesome_table_in_pdf.pdf,4027
kableExtra,1,vignettes/best_practice_for_newline_in_latex_table.pdf,466
kableExtra,1,vignettes/legacy_features.html,192
kableExtra,1,vignettes/use_kableExtra_with_formattable.html,212
kableExtra,1,vignettes/use_kable_in_shiny.html,68
tabularaster,1,vignettes/cell-index-raster-abstraction.html,35
tabularaster,1,vignettes/tabularaster-usage.html,1272
MAVE,1,vignettes/User_Guild_of_Package_MAVE.pdf,674
HURDAT,1,vignettes/hurdat.html,235
kutils,1,vignettes/variablekey.pdf,5508
StepSignalMargiLike,0,NA,NA
CrossValidate,1,vignettes/CrossVal.pdf,808
GAparsimony,0,NA,NA
ggjoy,1,vignettes/introduction.html,33
Modeler,1,vignettes/Modeler.pdf,2016
randgeo,1,vignettes/randgeo_vignette.html,311
rdist,0,NA,NA
rsurface,0,NA,NA
SIBERG,1,vignettes/SIBER.pdf,950
simsurv,1,vignettes/simsurv_technical.html,1191
simsurv,1,vignettes/simsurv_usage.html,2603
Umpire,1,vignettes/Umpire.pdf,1809
ClassComparison,1,vignettes/oompa-cc.pdf,1365
datadogr,0,NA,NA
diffusr,1,vignettes/diffusr.html,357
implyr,0,NA,NA
oompaBase,1,vignettes/oompa.pdf,478
Polychrome,1,vignettes/color-deficits.html,327
Polychrome,1,vignettes/creatingPalettes.html,843
Polychrome,1,vignettes/polychrome.html,247
PreProcess,1,vignettes/oompa-prep.pdf,750
TailRank,1,vignettes/betabinomial.pdf,136
TailRank,1,vignettes/tailrank.pdf,757
tukeytrend,1,vignettes/ExamplesTukeytrendtest.pdf,5161
ChoR,0,NA,NA
datasus,1,vignettes/Introduction_to_datasus.html,204
rust,1,vignettes/rust-using-rcpp-vignette.html,1385
rust,1,vignettes/rust-vignette.html,3188
rust,1,vignettes/rust-when-to-use-vignette.html,1312
HTSSIP,1,vignettes/BD_shifts.html,1003
HTSSIP,1,vignettes/HTSSIP_intro.html,1135
HTSSIP,1,vignettes/HTSSIP_sim.html,895
HTSSIP,1,vignettes/MW_HR_SIP.html,960
HTSSIP,1,vignettes/beta_diversity_ordinations.html,248
HTSSIP,1,vignettes/heavy_SIP.html,525
HTSSIP,1,vignettes/qSIP.html,554
HTSSIP,1,vignettes/quant_incorp.html,456
missRanger,0,NA,NA
PBNPA,0,NA,NA
vortexR,1,vignettes/vortexRguide.html,10727
base64url,1,vignettes/Benchmarks.html,235
ffstream,1,vignettes/intro.html,1196
MTA,1,vignettes/MTA.html,1213
MTA,1,vignettes/MTA_Scenario.html,7533
rbi,1,vignettes/introduction.html,1495
treespace,1,vignettes/DengueVignette.html,1398
treespace,1,vignettes/TransmissionTreesVignette.html,894
treespace,1,vignettes/introduction.html,1750
treespace,1,vignettes/tipCategories.html,1228
mltools,0,NA,NA
ASIP,0,NA,NA
cld2,0,NA,NA
dartR,1,vignettes/IntroTutorial_dartR.pdf,11433
Knoema,0,NA,NA
MEclustnet,0,NA,NA
openSTARS,1,vignettes/Warnings_and_Errors.html,1332
Select,1,vignettes/selectSpecies.html,1865
shiny.semantic,0,NA,NA
blandr,1,vignettes/introduction.html,935
MVisAGe,1,vignettes/MVisAGe_vignette.pdf,2084
readtext,1,vignettes/readtext_vignette.html,2581
ROI.plugin.alabama,0,NA,NA
writexl,0,NA,NA
BIEN,1,vignettes/BIEN.html,239
BIEN,1,vignettes/BIEN_tutorial.html,2081
tidyquant,1,vignettes/TQ00-introduction-to-tidyquant.html,513
tidyquant,1,vignettes/TQ01-core-functions-in-tidyquant.html,2230
tidyquant,1,vignettes/TQ02-quant-integrations-in-tidyquant.html,2194
tidyquant,1,vignettes/TQ03-scaling-and-modeling-with-tidyquant.html,1420
tidyquant,1,vignettes/TQ04-charting-with-tidyquant.html,2633
tidyquant,1,vignettes/TQ05-performance-analysis-with-tidyquant.html,2662
coga,1,vignettes/quick_guide.pdf,554
DescriptiveStats.OBeu,1,vignettes/DescriptiveStats.html,687
DescriptiveStats.OBeu,1,vignettes/DescriptiveStatsOPENCPU.html,153
DescriptiveStats.OBeu,1,vignettes/DescriptiveStatsObeu.html,517
gdpc,0,NA,NA
LeArEst,0,NA,NA
preference,0,NA,NA
CondIndTests,0,NA,NA
dlib,0,NA,NA
gWQS,1,vignettes/gwqs-vignette.html,1321
lmvar,1,vignettes/Intro.html,2490
lmvar,1,vignettes/Math.pdf,1048
nardl,0,NA,NA
sensors4plumes,0,NA,NA
imagine,1,vignettes/vignette.html,384
optional,1,vignettes/UserGuide.html,202
FactoInvestigate,0,NA,NA
pbdRPC,1,vignettes/pbdRPC-guide.pdf,3744
rpms,1,vignettes/rpms_2018_01_22.pdf,2007
DAC,0,NA,NA
olsrr,1,vignettes/heteroskedasticity.html,475
olsrr,1,vignettes/influence_measures.html,479
olsrr,1,vignettes/intro.html,389
olsrr,1,vignettes/regression_diagnostics.html,871
olsrr,1,vignettes/residual_diagnostics.html,144
olsrr,1,vignettes/variable_selection.html,679
ProjectionBasedClustering,0,NA,NA
SurvDisc,0,NA,NA
glm.predict,0,NA,NA
jsonld,0,NA,NA
weco,1,vignettes/weco-vignette.html,427
AR,0,NA,NA
mrbsizeR,1,vignettes/mrbsizeR.html,3200
PLMIX,0,NA,NA
PLmixed,1,vignettes/PLmixed_intro.html,1546
pointblank,0,NA,NA
RAC,1,vignettes/vignette.html,1427
brt,1,vignettes/brt.html,294
estprod,0,NA,NA
IMIFA,1,vignettes/IMIFA.html,2421
Jdmbs,1,vignettes/Jdmbs-vignette.pdf,774
nprobust,0,NA,NA
sbart,0,NA,NA
BBMV,0,NA,NA
convexjlr,1,vignettes/my-vignette.html,539
predtoolsTS,0,NA,NA
sqlscore,0,NA,NA
mathpix,0,NA,NA
mrgsolve,0,NA,NA
vdiffr,0,NA,NA
FHDI,0,NA,NA
SpatialFloor,0,NA,NA
edpclient,0,NA,NA
enviGCMS,1,vignettes/GCMSDA.html,820
lavaanPlot,1,vignettes/Intro_to_lavaanPlot.html,775
MiRKAT,1,vignettes/MiRKAT.pdf,1618
MittagLeffleR,1,vignettes/MLdist.html,364
MittagLeffleR,1,vignettes/parametrisation.pdf,198
MittagLeffleR,1,vignettes/probsNquantiles.pdf,271
nowcasting,0,NA,NA
survivALL,1,vignettes/basic-usage.html,534
survivALL,1,vignettes/bootstrapping-and-hr-thresholds.html,178
survivALL,1,vignettes/rationale.html,750
worms,0,NA,NA
EpiCurve,1,vignettes/EpiCurve.pdf,1023
MARX,0,NA,NA
VarReg,0,NA,NA
APML0,0,NA,NA
komadown,1,vignettes/scrartcl.pdf,1321
leaflet.esri,0,NA,NA
rpql,0,NA,NA
leaflet.extras,0,NA,NA
s2,0,NA,NA
interflex,0,NA,NA
utilsIPEA,0,NA,NA
wiqid,0,NA,NA
ClusVis,0,NA,NA
denseFLMM,0,NA,NA
mschart,1,vignettes/details.html,883
mschart,1,vignettes/introduction.html,265
esmprep,0,NA,NA
HiCblock,0,NA,NA
HiCglmi,0,NA,NA
stampr,0,NA,NA
bioOED,1,vignettes/vignette_bioOED.html,1646
genderBR,0,NA,NA
uncmbb,0,NA,NA
brglm2,1,vignettes/iteration.html,1187
brglm2,1,vignettes/multinomial.html,1100
brglm2,1,vignettes/separation.html,667
classiFunc,1,vignettes/classiFunc.html,1178
corehunter,0,NA,NA
meltt,0,NA,NA
sglg,0,NA,NA
foghorn,1,vignettes/quick_start.html,299
yesno,0,NA,NA
fpp2,0,NA,NA
gldrm,0,NA,NA
MultiVarSel,1,vignettes/MultiVarSel.pdf,985
survtmle,1,vignettes/survtmle_intro.html,2913
tsensembler,0,NA,NA
bioimagetools,1,vignettes/readwriteplot.html,196
di,1,vignettes/di-vignette.html,222
snpReady,1,vignettes/snpReady-vignette.html,1617
nmw,0,NA,NA
swmmr,1,vignettes/How_swmmr_reads_and_writes_files.html,220
swmmr,1,vignettes/How_to_autocalibrate_a_SWMM_model_with_swmmr.html,715
swmmr,1,vignettes/How_to_convert_between_GIS_data_and_SWMM_with_swmmr.html,806
AnnotationBustR,1,vignettes/AnnotationBustR-vignette.html,1723
esvis,0,NA,NA
SentimentAnalysis,1,vignettes/SentimentAnalysis.html,2603
spc4sts,0,NA,NA
textstem,0,NA,NA
ggconf,1,vignettes/Introduction-to-ggconf.html,230
liureg,0,NA,NA
ReinforcementLearning,1,vignettes/ReinforcementLearning.html,1343
tint,1,vignettes/tintHTML.html,1371
tint,1,vignettes/tintPDF.pdf,1660
alfred,1,vignettes/alfred.html,134
eply,1,vignettes/eply.html,336
RWildbook,1,vignettes/RWildbook_demo1_vignette.html,171
RWildbook,1,vignettes/RWildbook_demo2_vignette.html,280
bsplus,0,NA,NA
kernplus,0,NA,NA
bigKRLS,1,vignettes/bigKRLS_basics.html,783
data.world,1,vignettes/query.html,444
data.world,1,vignettes/quickstart.html,223
factorMerger,1,vignettes/brca.html,276
factorMerger,1,vignettes/factorMerger.html,1018
factorMerger,1,vignettes/pisa2012.html,190
fbar,1,vignettes/Introduction.html,487
fbar,1,vignettes/Multi-Objective_Optimization_case_study.html,440
fbar,1,vignettes/Tutorial.html,271
ForestTools,1,vignettes/inventoryAttributes.html,657
ForestTools,1,vignettes/polygonalCrownMaps.html,338
ForestTools,1,vignettes/treetopAnalysis.html,1828
APfun,0,NA,NA
epidata,0,NA,NA
toxplot,0,NA,NA
UncertainInterval,1,vignettes/UI-vignette.html,3725
sparseFLMM,0,NA,NA
cvequality,1,vignettes/how_to_test_CVs.html,1330
errorlocate,0,NA,NA
mstR,0,NA,NA
normalr,0,NA,NA
bindrcpp,0,NA,NA
geofacet,1,vignettes/docs.html,6
geofacet,1,vignettes/rd.html,6
phantom,1,vignettes/my-vignette.html,504
SeqKat,1,vignettes/vignette.pdf,862
encode,0,NA,NA
productivity,0,NA,NA
SubTite,0,NA,NA
bairt,0,NA,NA
dfped,0,NA,NA
ssc,0,NA,NA
