pkg_name,pkg_vig_any,pkg_vig_name,pkg_vig_url,words_cnt,error_msg
sgmcmc,1,vignettes/logisticRegression.html,https://cran.r-project.org/web/packages/sgmcmc/vignettes/logisticRegression.html,989,NA
sgmcmc,1,vignettes/mvGauss.html,https://cran.r-project.org/web/packages/sgmcmc/vignettes/mvGauss.html,788,NA
sgmcmc,1,vignettes/nn.html,https://cran.r-project.org/web/packages/sgmcmc/vignettes/nn.html,1514,NA
sgmcmc,1,vignettes/sgmcmc.html,https://cran.r-project.org/web/packages/sgmcmc/vignettes/sgmcmc.html,989,NA
document,1,vignettes/Introduction_to_document.html,https://cran.r-project.org/web/packages/document/vignettes/Introduction_to_document.html,245,NA
EnvCpt,0,NA,NA,NA,NA
HDtest,0,NA,NA,NA,NA
knor,0,NA,NA,NA,NA
nse,0,NA,NA,NA,NA
SimPhe,1,vignettes/SimPhe.html,https://cran.r-project.org/web/packages/SimPhe/vignettes/SimPhe.html,856,NA
bigstep,1,vignettes/bigstep.html,https://cran.r-project.org/web/packages/bigstep/vignettes/bigstep.html,1254,NA
bomrang,1,vignettes/bomrang.html,https://cran.r-project.org/web/packages/bomrang/vignettes/bomrang.html,2837,NA
bomrang,1,vignettes/use_case.html,https://cran.r-project.org/web/packages/bomrang/vignettes/use_case.html,525,NA
geosapi,0,NA,NA,NA,NA
getCRUCLdata,1,vignettes/getCRUCLdata.html,https://cran.r-project.org/web/packages/getCRUCLdata/vignettes/getCRUCLdata.html,1077,NA
ggmosaic,1,vignettes/ggmosaic.html,https://cran.r-project.org/web/packages/ggmosaic/vignettes/ggmosaic.html,787,NA
grec,0,NA,NA,NA,NA
merDeriv,0,NA,NA,NA,NA
odpc,0,NA,NA,NA,NA
sjlabelled,1,vignettes/intro_sjlabelled.html,https://cran.r-project.org/web/packages/sjlabelled/vignettes/intro_sjlabelled.html,2678,NA
sjlabelled,1,vignettes/labelleddata.html,https://cran.r-project.org/web/packages/sjlabelled/vignettes/labelleddata.html,603,NA
fastnet,0,NA,NA,NA,NA
IncDTW,1,vignettes/Incremental_Dynamic_Time_Warping.html,https://cran.r-project.org/web/packages/IncDTW/vignettes/Incremental_Dynamic_Time_Warping.html,1638,NA
IncDTW,1,vignettes/Runtime_Comparison.html,https://cran.r-project.org/web/packages/IncDTW/vignettes/Runtime_Comparison.html,835,NA
mixKernel,0,NA,NA,NA,NA
PhylogeneticEM,1,vignettes/monkeys.html,https://cran.r-project.org/web/packages/PhylogeneticEM/vignettes/monkeys.html,1272,NA
PhylogeneticEM,1,vignettes/tutorial.html,https://cran.r-project.org/web/packages/PhylogeneticEM/vignettes/tutorial.html,800,NA
prettycode,0,NA,NA,NA,NA
scorecard,1,vignettes/demo.html,https://cran.r-project.org/web/packages/scorecard/vignettes/demo.html,330,NA
zoocat,1,vignettes/my-vignette.html,https://cran.r-project.org/web/packages/zoocat/vignettes/my-vignette.html,366,NA
BIGL,1,vignettes/analysis.html,https://cran.r-project.org/web/packages/BIGL/vignettes/analysis.html,2371,NA
BIGL,1,vignettes/methodology.html,https://cran.r-project.org/web/packages/BIGL/vignettes/methodology.html,1198,NA
datasets.load,0,NA,NA,NA,NA
ghibli,1,vignettes/ghibli-guide.html,https://cran.r-project.org/web/packages/ghibli/vignettes/ghibli-guide.html,112,NA
naniar,1,vignettes/exploring-imputed-values.html,https://cran.r-project.org/web/packages/naniar/vignettes/exploring-imputed-values.html,1054,NA
naniar,1,vignettes/getting-started-w-naniar.html,https://cran.r-project.org/web/packages/naniar/vignettes/getting-started-w-naniar.html,1866,NA
naniar,1,vignettes/naniar-visualisation.html,https://cran.r-project.org/web/packages/naniar/vignettes/naniar-visualisation.html,744,NA
naniar,1,vignettes/replace-with-na.html,https://cran.r-project.org/web/packages/naniar/vignettes/replace-with-na.html,1144,NA
naniar,1,vignettes/special-missing-values.html,https://cran.r-project.org/web/packages/naniar/vignettes/special-missing-values.html,655,NA
penaltyLearning,0,NA,NA,NA,NA
rly,0,NA,NA,NA,NA
udpipe,1,vignettes/udpipe-annotation.html,https://cran.r-project.org/web/packages/udpipe/vignettes/udpipe-annotation.html,648,NA
udpipe,1,vignettes/udpipe-train.html,https://cran.r-project.org/web/packages/udpipe/vignettes/udpipe-train.html,1133,NA
udpipe,1,vignettes/udpipe-tryitout.html,https://cran.r-project.org/web/packages/udpipe/vignettes/udpipe-tryitout.html,152,NA
udpipe,1,vignettes/udpipe-usecase-postagging-lemmatisation.html,https://cran.r-project.org/web/packages/udpipe/vignettes/udpipe-usecase-postagging-lemmatisation.html,762,NA
udpipe,1,vignettes/udpipe-usecase-topicmodelling.html,https://cran.r-project.org/web/packages/udpipe/vignettes/udpipe-usecase-topicmodelling.html,873,NA
redR,0,NA,NA,NA,NA
reportROC,0,NA,NA,NA,NA
fitur,1,vignettes/diagnostic_plots.html,https://cran.r-project.org/web/packages/fitur/vignettes/diagnostic_plots.html,290,NA
fitur,1,vignettes/introduction.html,https://cran.r-project.org/web/packages/fitur/vignettes/introduction.html,379,NA
fitur,1,vignettes/univariate_distributions.html,https://cran.r-project.org/web/packages/fitur/vignettes/univariate_distributions.html,1,NA
ggdmc,0,NA,NA,NA,NA
healthcareai,0,NA,NA,NA,NA
fastR2,1,vignettes/Errata2e.html,https://cran.r-project.org/web/packages/fastR2/vignettes/Errata2e.html,1,NA
gamesGA,0,NA,NA,NA,NA
iMediate,0,NA,NA,NA,NA
sinew,0,NA,NA,NA,NA
taxonomizr,1,vignettes/usage.html,https://cran.r-project.org/web/packages/taxonomizr/vignettes/usage.html,958,NA
bayesImageS,1,vignettes/Background.html,https://cran.r-project.org/web/packages/bayesImageS/vignettes/Background.html,999,NA
bayesImageS,1,vignettes/mcmcPotts.html,https://cran.r-project.org/web/packages/bayesImageS/vignettes/mcmcPotts.html,478,NA
bayesImageS,1,vignettes/mcmcPottsNoData.html,https://cran.r-project.org/web/packages/bayesImageS/vignettes/mcmcPottsNoData.html,761,NA
bayesImageS,1,vignettes/swNoData.html,https://cran.r-project.org/web/packages/bayesImageS/vignettes/swNoData.html,605,NA
bayesImageS,1,vignettes/introduction.pdf,https://cran.r-project.org/web/packages/bayesImageS/vignettes/introduction.pdf,3390,NA
intccr,0,NA,NA,NA,NA
lero.lero,0,NA,NA,NA,NA
OOBCurve,0,NA,NA,NA,NA
PeerPerformance,0,NA,NA,NA,NA
RiskPortfolios,0,NA,NA,NA,NA
covatest,0,NA,NA,NA,NA
fdANOVA,1,vignettes/fdANOVA.pdf,https://cran.r-project.org/web/packages/fdANOVA/vignettes/fdANOVA.pdf,7401,NA
cytometree,1,vignettes/autogating_cytometree.html,https://cran.r-project.org/web/packages/cytometree/vignettes/autogating_cytometree.html,1128,NA
SSLASSO,0,NA,NA,NA,NA
eDMA,0,NA,NA,NA,NA
MCMCvis,1,vignettes/MCMCvis.html,https://cran.r-project.org/web/packages/MCMCvis/vignettes/MCMCvis.html,2005,NA
tidycensus,0,NA,NA,NA,NA
vpc,0,NA,NA,NA,NA
bgsmtr,0,NA,NA,NA,NA
mclustcomp,0,NA,NA,NA,NA
supc,1,vignettes/supc_demo.html,https://cran.r-project.org/web/packages/supc/vignettes/supc_demo.html,904,NA
supc,1,vignettes/supc.html,https://cran.r-project.org/web/packages/supc/vignettes/supc.html,1408,NA
startup,1,vignettes/startup-intro.html,https://cran.r-project.org/web/packages/startup/vignettes/startup-intro.html,1105,NA
symDMatrix,0,NA,NA,NA,NA
TeXCheckR,0,NA,NA,NA,NA
tfruns,1,vignettes/managing.html,https://cran.r-project.org/web/packages/tfruns/vignettes/managing.html,192,NA
tfruns,1,vignettes/overview.html,https://cran.r-project.org/web/packages/tfruns/vignettes/overview.html,764,NA
tfruns,1,vignettes/tuning.html,https://cran.r-project.org/web/packages/tfruns/vignettes/tuning.html,422,NA
adiv,0,NA,NA,NA,NA
BGData,0,NA,NA,NA,NA
gsynth,0,NA,NA,NA,NA
keras,1,vignettes/about_keras_layers.html,https://cran.r-project.org/web/packages/keras/vignettes/about_keras_layers.html,257,NA
keras,1,vignettes/about_keras_models.html,https://cran.r-project.org/web/packages/keras/vignettes/about_keras_models.html,430,NA
keras,1,vignettes/applications.html,https://cran.r-project.org/web/packages/keras/vignettes/applications.html,673,NA
keras,1,vignettes/backend.html,https://cran.r-project.org/web/packages/keras/vignettes/backend.html,1252,NA
keras,1,vignettes/custom_layers.html,https://cran.r-project.org/web/packages/keras/vignettes/custom_layers.html,389,NA
keras,1,vignettes/custom_models.html,https://cran.r-project.org/web/packages/keras/vignettes/custom_models.html,387,NA
keras,1,vignettes/custom_wrappers.html,https://cran.r-project.org/web/packages/keras/vignettes/custom_wrappers.html,264,NA
keras,1,vignettes/eager_guide.html,https://cran.r-project.org/web/packages/keras/vignettes/eager_guide.html,1471,NA
keras,1,vignettes/faq.html,https://cran.r-project.org/web/packages/keras/vignettes/faq.html,2757,NA
keras,1,vignettes/functional_api.html,https://cran.r-project.org/web/packages/keras/vignettes/functional_api.html,2110,NA
keras,1,vignettes/getting_started.html,https://cran.r-project.org/web/packages/keras/vignettes/getting_started.html,1041,NA
keras,1,vignettes/guide_keras.html,https://cran.r-project.org/web/packages/keras/vignettes/guide_keras.html,1505,NA
keras,1,vignettes/sequential_model.html,https://cran.r-project.org/web/packages/keras/vignettes/sequential_model.html,1830,NA
keras,1,vignettes/training_callbacks.html,https://cran.r-project.org/web/packages/keras/vignettes/training_callbacks.html,416,NA
keras,1,vignettes/training_visualization.html,https://cran.r-project.org/web/packages/keras/vignettes/training_visualization.html,793,NA
keras,1,vignettes/tutorial_basic_classification.html,https://cran.r-project.org/web/packages/keras/vignettes/tutorial_basic_classification.html,1255,NA
keras,1,vignettes/tutorial_basic_regression.html,https://cran.r-project.org/web/packages/keras/vignettes/tutorial_basic_regression.html,861,NA
keras,1,vignettes/tutorial_basic_text_classification.html,https://cran.r-project.org/web/packages/keras/vignettes/tutorial_basic_text_classification.html,1308,NA
keras,1,vignettes/tutorial_overfit_underfit.html,https://cran.r-project.org/web/packages/keras/vignettes/tutorial_overfit_underfit.html,1835,NA
keras,1,vignettes/tutorial_save_and_restore.html,https://cran.r-project.org/web/packages/keras/vignettes/tutorial_save_and_restore.html,889,NA
keras,1,vignettes/why_use_keras.html,https://cran.r-project.org/web/packages/keras/vignettes/why_use_keras.html,358,NA
perccalc,1,vignettes/perc_calculator_example.html,https://cran.r-project.org/web/packages/perccalc/vignettes/perc_calculator_example.html,889,NA
perccalc,1,vignettes/perc_warning_example.html,https://cran.r-project.org/web/packages/perccalc/vignettes/perc_warning_example.html,174,NA
quickmatch,0,NA,NA,NA,NA
rtrim,1,vignettes/Skylark_example.html,https://cran.r-project.org/web/packages/rtrim/vignettes/Skylark_example.html,2126,NA
rtrim,1,vignettes/rtrim_2_extensions.html,https://cran.r-project.org/web/packages/rtrim/vignettes/rtrim_2_extensions.html,2255,NA
rtrim,1,vignettes/rtrim_confidence_intervals.html,https://cran.r-project.org/web/packages/rtrim/vignettes/rtrim_confidence_intervals.html,2803,NA
rtrim,1,vignettes/rtrim_for_TRIM_users.html,https://cran.r-project.org/web/packages/rtrim/vignettes/rtrim_for_TRIM_users.html,1258,NA
rtrim,1,vignettes/taming_overdispersion.html,https://cran.r-project.org/web/packages/rtrim/vignettes/taming_overdispersion.html,1342,NA
rtrim,1,vignettes/TRIM_methods_v2.pdf,https://cran.r-project.org/web/packages/rtrim/vignettes/TRIM_methods_v2.pdf,8028,NA
scclust,0,NA,NA,NA,NA
stepPenal,0,NA,NA,NA,NA
CINNA,1,vignettes/CINNA.html,https://cran.r-project.org/web/packages/CINNA/vignettes/CINNA.html,1901,NA
manet,0,NA,NA,NA,NA
micemd,0,NA,NA,NA,NA
sarima,1,vignettes/garch_tests_example.pdf,https://cran.r-project.org/web/packages/sarima/vignettes/garch_tests_example.pdf,948,NA
sarima,1,vignettes/white_noise_tests.pdf,https://cran.r-project.org/web/packages/sarima/vignettes/white_noise_tests.pdf,560,NA
BayesNetBP,0,NA,NA,NA,NA
BioInstaller,1,vignettes/BioInstaller.html,https://cran.r-project.org/web/packages/BioInstaller/vignettes/BioInstaller.html,2624,NA
BioInstaller,1,vignettes/download.html,https://cran.r-project.org/web/packages/BioInstaller/vignettes/download.html,7,NA
BioInstaller,1,vignettes/items_description.html,https://cran.r-project.org/web/packages/BioInstaller/vignettes/items_description.html,96,NA
BioInstaller,1,vignettes/plugins_of_BioInstaller_shiny.html,https://cran.r-project.org/web/packages/BioInstaller/vignettes/plugins_of_BioInstaller_shiny.html,204,NA
BioInstaller,1,vignettes/start_shiny_of_BioInstaller.html,https://cran.r-project.org/web/packages/BioInstaller/vignettes/start_shiny_of_BioInstaller.html,194,NA
BioInstaller,1,vignettes/write_configuration_file.html,https://cran.r-project.org/web/packages/BioInstaller/vignettes/write_configuration_file.html,432,NA
collapsibleTree,0,NA,NA,NA,NA
Eagle,0,NA,NA,NA,NA
geometa,0,NA,NA,NA,NA
GMSE,1,vignettes/SI1.pdf,https://cran.r-project.org/web/packages/GMSE/vignettes/SI1.pdf,3933,NA
GMSE,1,vignettes/SI2.pdf,https://cran.r-project.org/web/packages/GMSE/vignettes/SI2.pdf,1381,NA
GMSE,1,vignettes/SI3.pdf,https://cran.r-project.org/web/packages/GMSE/vignettes/SI3.pdf,4174,NA
GMSE,1,vignettes/SI4.pdf,https://cran.r-project.org/web/packages/GMSE/vignettes/SI4.pdf,1799,NA
GMSE,1,vignettes/SI5.pdf,https://cran.r-project.org/web/packages/GMSE/vignettes/SI5.pdf,2196,NA
GMSE,1,vignettes/SI6.pdf,https://cran.r-project.org/web/packages/GMSE/vignettes/SI6.pdf,1240,NA
GMSE,1,vignettes/SI7.pdf,https://cran.r-project.org/web/packages/GMSE/vignettes/SI7.pdf,2143,NA
GMSE,1,vignettes/ms.pdf,https://cran.r-project.org/web/packages/GMSE/vignettes/ms.pdf,2845,NA
lidR,0,NA,NA,NA,NA
lmridge,0,NA,NA,NA,NA
rstantools,1,vignettes/developer-guidelines.html,https://cran.r-project.org/web/packages/rstantools/vignettes/developer-guidelines.html,1236,NA
rstantools,1,vignettes/minimal-rstan-package.html,https://cran.r-project.org/web/packages/rstantools/vignettes/minimal-rstan-package.html,579,NA
rvinecopulib,0,NA,NA,NA,NA
SSBtools,0,NA,NA,NA,NA
TLMoments,1,vignettes/comparison_of_computation_time.html,https://cran.r-project.org/web/packages/TLMoments/vignettes/comparison_of_computation_time.html,853,NA
TLMoments,1,vignettes/short_introduction.html,https://cran.r-project.org/web/packages/TLMoments/vignettes/short_introduction.html,720,NA
quickblock,0,NA,NA,NA,NA
rsolr,1,vignettes/intro.pdf,https://cran.r-project.org/web/packages/rsolr/vignettes/intro.pdf,1904,NA
lagged,1,vignettes/Guide_lagged.pdf,https://cran.r-project.org/web/packages/lagged/vignettes/Guide_lagged.pdf,917,NA
RLT,0,NA,NA,NA,NA
shinyFeedback,1,vignettes/shinyFeedback-intro.html,https://cran.r-project.org/web/packages/shinyFeedback/vignettes/shinyFeedback-intro.html,728,NA
censusapi,1,vignettes/example-masterlist.html,https://cran.r-project.org/web/packages/censusapi/vignettes/example-masterlist.html,536,NA
censusapi,1,vignettes/getting-started.html,https://cran.r-project.org/web/packages/censusapi/vignettes/getting-started.html,827,NA
dwapi,1,vignettes/quickstart.html,https://cran.r-project.org/web/packages/dwapi/vignettes/quickstart.html,243,NA
hrbrthemes,1,vignettes/why_hrbrthemes.html,https://cran.r-project.org/web/packages/hrbrthemes/vignettes/why_hrbrthemes.html,823,NA
IPEC,0,NA,NA,NA,NA
mockery,1,vignettes/mocks-and-testthat.html,https://cran.r-project.org/web/packages/mockery/vignettes/mocks-and-testthat.html,529,NA
sweep,1,vignettes/SW00_Introduction_to_sweep.html,https://cran.r-project.org/web/packages/sweep/vignettes/SW00_Introduction_to_sweep.html,1281,NA
sweep,1,vignettes/SW01_Forecasting_Time_Series_Groups.html,https://cran.r-project.org/web/packages/sweep/vignettes/SW01_Forecasting_Time_Series_Groups.html,1074,NA
sweep,1,vignettes/SW02_Forecasting_Multiple_Models.html,https://cran.r-project.org/web/packages/sweep/vignettes/SW02_Forecasting_Multiple_Models.html,1088,NA
timetk,1,vignettes/TK00_Time_Series_Coercion.html,https://cran.r-project.org/web/packages/timetk/vignettes/TK00_Time_Series_Coercion.html,2143,NA
timetk,1,vignettes/TK01_Working_With_Time_Series_Index.html,https://cran.r-project.org/web/packages/timetk/vignettes/TK01_Working_With_Time_Series_Index.html,1101,NA
timetk,1,vignettes/TK02_Making_A_Future_Time_Series_Index.html,https://cran.r-project.org/web/packages/timetk/vignettes/TK02_Making_A_Future_Time_Series_Index.html,1474,NA
timetk,1,vignettes/TK03_Forecasting_Using_Time_Series_Signature.html,https://cran.r-project.org/web/packages/timetk/vignettes/TK03_Forecasting_Using_Time_Series_Signature.html,1666,NA
narray,1,vignettes/narray.html,https://cran.r-project.org/web/packages/narray/vignettes/narray.html,318,NA
AbSim,1,vignettes/vignette.html,https://cran.r-project.org/web/packages/AbSim/vignettes/vignette.html,2390,NA
bigstatsr,0,NA,NA,NA,NA
DMMF,0,NA,NA,NA,NA
GPrank,1,vignettes/GPrank.html,https://cran.r-project.org/web/packages/GPrank/vignettes/GPrank.html,1806,NA
haploR,1,vignettes/haplor-vignette.html,https://cran.r-project.org/web/packages/haploR/vignettes/haplor-vignette.html,908,NA
optrdd,0,NA,NA,NA,NA
textutils,1,vignettes/btable.pdf,https://cran.r-project.org/web/packages/textutils/vignettes/btable.pdf,55,NA
batchtools,1,vignettes/batchtools.pdf,https://cran.r-project.org/web/packages/batchtools/vignettes/batchtools.pdf,4974,NA
castor,0,NA,NA,NA,NA
datastructures,1,vignettes/datastructures.html,https://cran.r-project.org/web/packages/datastructures/vignettes/datastructures.html,1495,NA
mapedit,0,NA,NA,NA,NA
openEBGM,1,vignettes/x1_introAndDataPrepVignette.html,https://cran.r-project.org/web/packages/openEBGM/vignettes/x1_introAndDataPrepVignette.html,1220,NA
openEBGM,1,vignettes/x2_rawDataProcessingVignette.html,https://cran.r-project.org/web/packages/openEBGM/vignettes/x2_rawDataProcessingVignette.html,631,NA
openEBGM,1,vignettes/x3_hyperParameterVignette.html,https://cran.r-project.org/web/packages/openEBGM/vignettes/x3_hyperParameterVignette.html,1780,NA
openEBGM,1,vignettes/x4_posteriorCalculationVignette.html,https://cran.r-project.org/web/packages/openEBGM/vignettes/x4_posteriorCalculationVignette.html,1026,NA
openEBGM,1,vignettes/x5_openEBGMObjectVignette.html,https://cran.r-project.org/web/packages/openEBGM/vignettes/x5_openEBGMObjectVignette.html,866,NA
processx,0,NA,NA,NA,NA
BMisc,0,NA,NA,NA,NA
cholera,1,vignettes/duplicate.missing.cases.html,https://cran.r-project.org/web/packages/cholera/vignettes/duplicate.missing.cases.html,285,NA
cholera,1,vignettes/kernel.density.html,https://cran.r-project.org/web/packages/cholera/vignettes/kernel.density.html,57,NA
cholera,1,vignettes/pump.neighborhoods.html,https://cran.r-project.org/web/packages/cholera/vignettes/pump.neighborhoods.html,1067,NA
cholera,1,vignettes/roads.html,https://cran.r-project.org/web/packages/cholera/vignettes/roads.html,579,NA
cholera,1,vignettes/time.series.html,https://cran.r-project.org/web/packages/cholera/vignettes/time.series.html,95,NA
cholera,1,vignettes/unstacking.bars.html,https://cran.r-project.org/web/packages/cholera/vignettes/unstacking.bars.html,695,NA
civis,1,vignettes/civis_ml.html,https://cran.r-project.org/web/packages/civis/vignettes/civis_ml.html,1342,NA
civis,1,vignettes/concurrency.html,https://cran.r-project.org/web/packages/civis/vignettes/concurrency.html,723,NA
civis,1,vignettes/data_import_and_export.html,https://cran.r-project.org/web/packages/civis/vignettes/data_import_and_export.html,961,NA
civis,1,vignettes/quick_start.html,https://cran.r-project.org/web/packages/civis/vignettes/quick_start.html,462,NA
distances,0,NA,NA,NA,NA
vetr,1,vignettes/alike.html,https://cran.r-project.org/web/packages/vetr/vignettes/alike.html,2246,NA
vetr,1,vignettes/vetr.html,https://cran.r-project.org/web/packages/vetr/vignettes/vetr.html,1359,NA
LMfilteR,0,NA,NA,NA,NA
powerlmm,1,vignettes/simulations.html,https://cran.r-project.org/web/packages/powerlmm/vignettes/simulations.html,1791,NA
powerlmm,1,vignettes/technical.pdf,https://cran.r-project.org/web/packages/powerlmm/vignettes/technical.pdf,1173,NA
powerlmm,1,vignettes/three-level.html,https://cran.r-project.org/web/packages/powerlmm/vignettes/three-level.html,1514,NA
powerlmm,1,vignettes/two-level.html,https://cran.r-project.org/web/packages/powerlmm/vignettes/two-level.html,661,NA
ProliferativeIndex,1,vignettes/ProliferativeIndexVignette.html,https://cran.r-project.org/web/packages/ProliferativeIndex/vignettes/ProliferativeIndexVignette.html,550,NA
snakecase,1,vignettes/caseconverters.html,https://cran.r-project.org/web/packages/snakecase/vignettes/caseconverters.html,163,NA
EL2Surv,0,NA,NA,NA,NA
kirby21.base,0,NA,NA,NA,NA
kirby21.fmri,0,NA,NA,NA,NA
kirby21.t1,0,NA,NA,NA,NA
sequoia,1,vignettes/sequoia.pdf,https://cran.r-project.org/web/packages/sequoia/vignettes/sequoia.pdf,5796,NA
subprocess,1,vignettes/intro.html,https://cran.r-project.org/web/packages/subprocess/vignettes/intro.html,1287,NA
genBaRcode,0,NA,NA,NA,NA
libstableR,0,NA,NA,NA,NA
MCMCprecision,1,vignettes/Heck_2018_Statistics_and_Computing.pdf,https://cran.r-project.org/web/packages/MCMCprecision/vignettes/Heck_2018_Statistics_and_Computing.pdf,6129,NA
jcolors,1,vignettes/using_the_jcolors_package.html,https://cran.r-project.org/web/packages/jcolors/vignettes/using_the_jcolors_package.html,341,NA
IDmining,0,NA,NA,NA,NA
PRISMAstatement,1,vignettes/PRISMA.html,https://cran.r-project.org/web/packages/PRISMAstatement/vignettes/PRISMA.html,350,NA
taxa,1,vignettes/taxa-introduction.html,https://cran.r-project.org/web/packages/taxa/vignettes/taxa-introduction.html,4697,NA
gridsample,1,vignettes/Rwanda.html,https://cran.r-project.org/web/packages/gridsample/vignettes/Rwanda.html,445,NA
nsROC,0,NA,NA,NA,NA
roadoi,1,vignettes/intro.html,https://cran.r-project.org/web/packages/roadoi/vignettes/intro.html,718,NA
tmaptools,0,NA,NA,NA,NA
coda.base,0,NA,NA,NA,NA
crochet,0,NA,NA,NA,NA
DSAIDE,1,vignettes/DSAIDE.html,https://cran.r-project.org/web/packages/DSAIDE/vignettes/DSAIDE.html,1631,NA
gasfluxes,1,vignettes/gasfluxes-howto.html,https://cran.r-project.org/web/packages/gasfluxes/vignettes/gasfluxes-howto.html,1083,NA
MatrixLDA,0,NA,NA,NA,NA
reticulate,1,vignettes/arrays.html,https://cran.r-project.org/web/packages/reticulate/vignettes/arrays.html,1516,NA
reticulate,1,vignettes/calling_python.html,https://cran.r-project.org/web/packages/reticulate/vignettes/calling_python.html,1772,NA
reticulate,1,vignettes/package.html,https://cran.r-project.org/web/packages/reticulate/vignettes/package.html,926,NA
reticulate,1,vignettes/python_packages.html,https://cran.r-project.org/web/packages/reticulate/vignettes/python_packages.html,511,NA
reticulate,1,vignettes/r_markdown.html,https://cran.r-project.org/web/packages/reticulate/vignettes/r_markdown.html,315,NA
reticulate,1,vignettes/versions.html,https://cran.r-project.org/web/packages/reticulate/vignettes/versions.html,495,NA
rPraat,0,NA,NA,NA,NA
simmer.plot,1,vignettes/plot.simmer.html,https://cran.r-project.org/web/packages/simmer.plot/vignettes/plot.simmer.html,350,NA
simmer.plot,1,vignettes/plot.trajectory.html,https://cran.r-project.org/web/packages/simmer.plot/vignettes/plot.trajectory.html,175,NA
ggformula,1,vignettes/ggformula-blog.html,https://cran.r-project.org/web/packages/ggformula/vignettes/ggformula-blog.html,1346,NA
ggformula,1,vignettes/ggformula.html,https://cran.r-project.org/web/packages/ggformula/vignettes/ggformula.html,3046,NA
icesTAF,0,NA,NA,NA,NA
pre,0,NA,NA,NA,NA
TOSTER,1,vignettes/IntroductionToTOSTER.html,https://cran.r-project.org/web/packages/TOSTER/vignettes/IntroductionToTOSTER.html,998,NA
bayesplot,1,vignettes/graphical-ppcs.html,https://cran.r-project.org/web/packages/bayesplot/vignettes/graphical-ppcs.html,1537,NA
bayesplot,1,vignettes/plotting-mcmc-draws.html,https://cran.r-project.org/web/packages/bayesplot/vignettes/plotting-mcmc-draws.html,1013,NA
bayesplot,1,vignettes/visual-mcmc-diagnostics.html,https://cran.r-project.org/web/packages/bayesplot/vignettes/visual-mcmc-diagnostics.html,3174,NA
LncFinder,0,NA,NA,NA,NA
colourvision,1,vignettes/colourvision-vignette.html,https://cran.r-project.org/web/packages/colourvision/vignettes/colourvision-vignette.html,2486,NA
hyper2,1,vignettes/hyper2.pdf,https://cran.r-project.org/web/packages/hyper2/vignettes/hyper2.pdf,2600,NA
flifo,1,vignettes/flifo-vignette.html,https://cran.r-project.org/web/packages/flifo/vignettes/flifo-vignette.html,237,NA
gcKrig,0,NA,NA,NA,NA
geomerge,0,NA,NA,NA,NA
janitor,1,vignettes/janitor.html,https://cran.r-project.org/web/packages/janitor/vignettes/janitor.html,593,NA
janitor,1,vignettes/tabyls.html,https://cran.r-project.org/web/packages/janitor/vignettes/tabyls.html,963,NA
statip,0,NA,NA,NA,NA
dotCall64,0,NA,NA,NA,NA
reghelper,0,NA,NA,NA,NA
sylly,1,vignettes/sylly_vignette.html,https://cran.r-project.org/web/packages/sylly/vignettes/sylly_vignette.html,731,NA
makedummies,0,NA,NA,NA,NA
woeBinning,0,NA,NA,NA,NA
CBCgrps,0,NA,NA,NA,NA
CSeqpat,0,NA,NA,NA,NA
aws.ec2metadata,0,NA,NA,NA,NA
errors,0,NA,NA,NA,NA
GPoM,1,vignettes/a_GeneralIntro.pdf,https://cran.r-project.org/web/packages/GPoM/vignettes/a_GeneralIntro.pdf,897,NA
GPoM,1,vignettes/b1_Conventions.pdf,https://cran.r-project.org/web/packages/GPoM/vignettes/b1_Conventions.pdf,644,NA
GPoM,1,vignettes/b2_PreProcessing.pdf,https://cran.r-project.org/web/packages/GPoM/vignettes/b2_PreProcessing.pdf,1692,NA
GPoM,1,vignettes/b3_Modelling.pdf,https://cran.r-project.org/web/packages/GPoM/vignettes/b3_Modelling.pdf,2659,NA
GPoM,1,vignettes/b4_VisualizeOutputs.pdf,https://cran.r-project.org/web/packages/GPoM/vignettes/b4_VisualizeOutputs.pdf,831,NA
GPoM,1,vignettes/b5_Predictability.pdf,https://cran.r-project.org/web/packages/GPoM/vignettes/b5_Predictability.pdf,990,NA
GPoM,1,vignettes/b6_Sensitivity.pdf,https://cran.r-project.org/web/packages/GPoM/vignettes/b6_Sensitivity.pdf,1999,NA
GPoM,1,vignettes/b7_Retro-modelling.pdf,https://cran.r-project.org/web/packages/GPoM/vignettes/b7_Retro-modelling.pdf,3184,NA
projmanr,0,NA,NA,NA,NA
regplot,0,NA,NA,NA,NA
dbplyr,1,vignettes/dbplyr.html,https://cran.r-project.org/web/packages/dbplyr/vignettes/dbplyr.html,1821,NA
dbplyr,1,vignettes/new-backend.html,https://cran.r-project.org/web/packages/dbplyr/vignettes/new-backend.html,337,NA
dbplyr,1,vignettes/sql-translation.html,https://cran.r-project.org/web/packages/dbplyr/vignettes/sql-translation.html,1496,NA
netCoin,1,vignettes/netCoin.html,https://cran.r-project.org/web/packages/netCoin/vignettes/netCoin.html,651,NA
oddsratio,1,vignettes/function_tutorial.html,https://cran.r-project.org/web/packages/oddsratio/vignettes/function_tutorial.html,826,NA
shinyjqui,1,vignettes/introduction.html,https://cran.r-project.org/web/packages/shinyjqui/vignettes/introduction.html,1434,NA
shinyjqui,1,vignettes/orderInput.html,https://cran.r-project.org/web/packages/shinyjqui/vignettes/orderInput.html,333,NA
