name,pkg_first
crul,https://cran.r-project.org/src/contrib/Archive/crul/crul_0.1.0.tar.gz
MetaSubtract,https://cran.r-project.org/src/contrib/Archive/MetaSubtract/MetaSubtract_1.0.tar.gz
pdfsearch,https://cran.r-project.org/src/contrib/Archive/pdfsearch/pdfsearch_0.1.1.tar.gz
qicharts2,https://cran.r-project.org/src/contrib/Archive/qicharts2/qicharts2_0.1.1.tar.gz
rhoR,https://cran.r-project.org/src/contrib/Archive/rhoR/rhoR_1.0.0.tar.gz
spelling,https://cran.r-project.org/src/contrib/Archive/spelling/spelling_1.0.tar.gz
phylopath,https://cran.r-project.org/src/contrib/Archive/phylopath/phylopath_0.2.0.tar.gz
ggforce,https://cran.r-project.org/src/contrib/Archive/ggforce/ggforce_0.1.0.tar.gz
ggraph,https://cran.r-project.org/src/contrib/Archive/ggraph/ggraph_1.0.0.tar.gz
AcousticNDLCodeR,https://cran.r-project.org/src/contrib/Archive/AcousticNDLCodeR/AcousticNDLCodeR_1.0.0.tar.gz
CytobankAPI,https://cran.r-project.org/src/contrib/Archive/CytobankAPI/CytobankAPI_1.0.0.tar.gz
docxtools,https://cran.r-project.org/src/contrib/Archive/docxtools/docxtools_0.1.0.tar.gz
ggfittext,https://cran.r-project.org/src/contrib/Archive/ggfittext/ggfittext_0.4.3.tar.gz
bmixture,https://cran.r-project.org/src/contrib/Archive/bmixture/bmixture_0.1.tar.gz
permDep,https://cran.r-project.org/src/contrib/Archive/permDep/permDep_1.0-0.tar.gz
satscanMapper,https://cran.r-project.org/src/contrib/Archive/satscanMapper/satscanMapper_1.0.0.tar.gz
GADMTools,https://cran.r-project.org/src/contrib/Archive/GADMTools/GADMTools_2.0-1.tar.gz
kernelboot,https://cran.r-project.org/src/contrib/Archive/kernelboot/kernelboot_0.1.0.tar.gz
visdat,https://cran.r-project.org/src/contrib/Archive/visdat/visdat_0.1.0.tar.gz
DatabionicSwarm,https://cran.r-project.org/src/contrib/Archive/DatabionicSwarm/DatabionicSwarm_0.9.7.tar.gz
GeneralizedUmatrix,https://cran.r-project.org/src/contrib/Archive/GeneralizedUmatrix/GeneralizedUmatrix_0.9.4.tar.gz
ggedit,https://cran.r-project.org/src/contrib/Archive/ggedit/ggedit_0.2.0.tar.gz
glmmTMB,https://cran.r-project.org/src/contrib/Archive/glmmTMB/glmmTMB_0.1.1.tar.gz
processmapR,https://cran.r-project.org/src/contrib/Archive/processmapR/processmapR_0.1.0.tar.gz
spup,https://cran.r-project.org/src/contrib/Archive/spup/spup_0.1-0.tar.gz
disco,https://cran.r-project.org/src/contrib/Archive/disco/disco_0.5.tar.gz
drtmle,https://cran.r-project.org/src/contrib/Archive/drtmle/drtmle_1.0.0.tar.gz
neatmaps,https://cran.r-project.org/src/contrib/Archive/neatmaps/neatmaps_1.0.2.tar.gz
simule,https://cran.r-project.org/src/contrib/Archive/simule/simule_1.0.0.tar.gz
bupaR,https://cran.r-project.org/src/contrib/Archive/bupaR/bupaR_0.1.0.tar.gz
GenomicMating,https://cran.r-project.org/src/contrib/Archive/GenomicMating/GenomicMating_1.0.tar.gz
ImputeRobust,https://cran.r-project.org/src/contrib/Archive/ImputeRobust/ImputeRobust_1.1-0.tar.gz
biolink,https://cran.r-project.org/src/contrib/Archive/biolink/biolink_0.1.2.tar.gz
crplyr,https://cran.r-project.org/src/contrib/Archive/crplyr/crplyr_0.1.0.tar.gz
expint,https://cran.r-project.org/src/contrib/Archive/expint/expint_0.1-0.tar.gz
learnr,https://cran.r-project.org/src/contrib/Archive/learnr/learnr_0.8.tar.gz
mfe,https://cran.r-project.org/src/contrib/Archive/mfe/mfe_0.1.0.tar.gz
multicmp,https://cran.r-project.org/src/contrib/Archive/multicmp/multicmp_1.0.tar.gz
pool,https://cran.r-project.org/src/contrib/Archive/pool/pool_0.1.1.tar.gz
SCORPIUS,https://cran.r-project.org/src/contrib/Archive/SCORPIUS/SCORPIUS_1.0.tar.gz
support.BWS2,https://cran.r-project.org/src/contrib/Archive/support.BWS2/support.BWS2_0.1-0.tar.gz
taxlist,https://cran.r-project.org/src/contrib/Archive/taxlist/taxlist_0.1.0.tar.gz
vegtable,https://cran.r-project.org/src/contrib/Archive/vegtable/vegtable_0.1.0.tar.gz
cld3,https://cran.r-project.org/src/contrib/Archive/cld3/cld3_1.0.tar.gz
dynOmics,https://cran.r-project.org/src/contrib/Archive/dynOmics/dynOmics_1.0.tar.gz
prioritizr,https://cran.r-project.org/src/contrib/Archive/prioritizr/prioritizr_0.1.2.tar.gz
raptr,https://cran.r-project.org/src/contrib/Archive/raptr/raptr_0.0.1.tar.gz
ropercenter,https://cran.r-project.org/src/contrib/Archive/ropercenter/ropercenter_0.1.0.tar.gz
SimMultiCorrData,https://cran.r-project.org/src/contrib/Archive/SimMultiCorrData/SimMultiCorrData_0.1.0.tar.gz
colordistance,https://cran.r-project.org/src/contrib/Archive/colordistance/colordistance_0.8.0.tar.gz
CytobankAPIstats,https://cran.r-project.org/src/contrib/Archive/CytobankAPIstats/CytobankAPIstats_1.0.tar.gz
dng,https://cran.r-project.org/src/contrib/Archive/dng/dng_0.1.0.tar.gz
GBJ,https://cran.r-project.org/src/contrib/Archive/GBJ/GBJ_0.4.0.tar.gz
ClusterBootstrap,https://cran.r-project.org/src/contrib/Archive/ClusterBootstrap/ClusterBootstrap_0.9.3.tar.gz
fetchR,https://cran.r-project.org/src/contrib/Archive/fetchR/fetchR_2.0-0.tar.gz
jpmesh,https://cran.r-project.org/src/contrib/Archive/jpmesh/jpmesh_0.3.0.tar.gz
padr,https://cran.r-project.org/src/contrib/Archive/padr/padr_0.1.0.tar.gz
treeDA,https://cran.r-project.org/src/contrib/Archive/treeDA/treeDA_0.0.2.tar.gz
unpivotr,https://cran.r-project.org/src/contrib/Archive/unpivotr/unpivotr_0.1.0.tar.gz
catcont,https://cran.r-project.org/src/contrib/Archive/catcont/catcont_0.3.0.tar.gz
cellWise,https://cran.r-project.org/src/contrib/Archive/cellWise/cellWise_1.0.0.tar.gz
multinet,https://cran.r-project.org/src/contrib/Archive/multinet/multinet_1.0.tar.gz
phylogram,https://cran.r-project.org/src/contrib/Archive/phylogram/phylogram_1.0.0.tar.gz
coreCT,https://cran.r-project.org/src/contrib/Archive/coreCT/coreCT_1.1.2.tar.gz
mosaicCore,https://cran.r-project.org/src/contrib/Archive/mosaicCore/mosaicCore_0.2.0.tar.gz
patternplot,https://cran.r-project.org/src/contrib/Archive/patternplot/patternplot_0.1.tar.gz
RIA,https://cran.r-project.org/src/contrib/Archive/RIA/RIA_1.0.0.tar.gz
splot,https://cran.r-project.org/src/contrib/Archive/splot/splot_0.3.0.tar.gz
hexSticker,https://cran.r-project.org/src/contrib/Archive/hexSticker/hexSticker_0.1.0.tar.gz
KnowBR,https://cran.r-project.org/src/contrib/Archive/KnowBR/KnowBR_1.1.tar.gz
subscreen,https://cran.r-project.org/src/contrib/Archive/subscreen/subscreen_0.2.2.tar.gz
BUCSS,https://cran.r-project.org/src/contrib/Archive/BUCSS/BUCSS_0.0.1.tar.gz
fastDummies,https://cran.r-project.org/src/contrib/Archive/fastDummies/fastDummies_0.1.0.tar.gz
googleLanguageR,https://cran.r-project.org/src/contrib/Archive/googleLanguageR/googleLanguageR_0.1.0.tar.gz
LEGIT,https://cran.r-project.org/src/contrib/Archive/LEGIT/LEGIT_1.0.0.tar.gz
mlrMBO,https://cran.r-project.org/src/contrib/Archive/mlrMBO/mlrMBO_1.0.0.tar.gz
tidyxl,https://cran.r-project.org/src/contrib/Archive/tidyxl/tidyxl_0.2.1.tar.gz
momentuHMM,https://cran.r-project.org/src/contrib/Archive/momentuHMM/momentuHMM_1.0.0.tar.gz
womblR,https://cran.r-project.org/src/contrib/Archive/womblR/womblR_1.0.0.tar.gz
chinese.misc,https://cran.r-project.org/src/contrib/Archive/chinese.misc/chinese.misc_0.1.0.tar.gz
cstab,https://cran.r-project.org/src/contrib/Archive/cstab/cstab_0.2-1.tar.gz
ggimage,https://cran.r-project.org/src/contrib/Archive/ggimage/ggimage_0.0.1.tar.gz
prodest,https://cran.r-project.org/src/contrib/Archive/prodest/prodest_0.1.1.tar.gz
rdiversity,https://cran.r-project.org/src/contrib/Archive/rdiversity/rdiversity_1.0.tar.gz
spam64,https://cran.r-project.org/src/contrib/Archive/spam64/spam64_2.1-1.tar.gz
uptasticsearch,https://cran.r-project.org/src/contrib/Archive/uptasticsearch/uptasticsearch_0.0.2.tar.gz
ahnr,https://cran.r-project.org/src/contrib/Archive/ahnr/ahnr_0.1.0.tar.gz
asciiSetupReader,https://cran.r-project.org/src/contrib/Archive/asciiSetupReader/asciiSetupReader_1.0.tar.gz
bayeslm,https://cran.r-project.org/src/contrib/Archive/bayeslm/bayeslm_0.1.0.tar.gz
CircularDDM,https://cran.r-project.org/src/contrib/Archive/CircularDDM/CircularDDM_0.0.7.tar.gz
MetaComp,https://cran.r-project.org/src/contrib/Archive/MetaComp/MetaComp_1.0.1.tar.gz
fuser,https://cran.r-project.org/src/contrib/Archive/fuser/fuser_1.0.0.tar.gz
walrus,https://cran.r-project.org/src/contrib/Archive/walrus/walrus_1.0.0.tar.gz
AdhereR,https://cran.r-project.org/src/contrib/Archive/AdhereR/AdhereR_0.1.0.tar.gz
bsamGP,https://cran.r-project.org/src/contrib/Archive/bsamGP/bsamGP_1.0.1.tar.gz
loder,https://cran.r-project.org/src/contrib/Archive/loder/loder_0.1.0.tar.gz
MultisiteMediation,https://cran.r-project.org/src/contrib/Archive/MultisiteMediation/MultisiteMediation_0.0.1.tar.gz
prophet,https://cran.r-project.org/src/contrib/Archive/prophet/prophet_0.1.1.tar.gz
jpndistrict,https://cran.r-project.org/src/contrib/Archive/jpndistrict/jpndistrict_0.1.0.tar.gz
lingtypology,https://cran.r-project.org/src/contrib/Archive/lingtypology/lingtypology_1.0.0.tar.gz
tuckerR.mmgg,https://cran.r-project.org/src/contrib/Archive/tuckerR.mmgg/tuckerR.mmgg_1.5.0.tar.gz
ROpenDota,https://cran.r-project.org/src/contrib/Archive/ROpenDota/ROpenDota_0.1.0.tar.gz
beginr,https://cran.r-project.org/src/contrib/Archive/beginr/beginr_0.0.1.tar.gz
diceR,https://cran.r-project.org/src/contrib/Archive/diceR/diceR_0.1.0.tar.gz
jwutil,https://cran.r-project.org/src/contrib/Archive/jwutil/jwutil_1.1.1.tar.gz
leaflet.minicharts,https://cran.r-project.org/src/contrib/Archive/leaflet.minicharts/leaflet.minicharts_0.1.0.tar.gz
manipulateWidget,https://cran.r-project.org/src/contrib/Archive/manipulateWidget/manipulateWidget_0.4.0.tar.gz
ompr,https://cran.r-project.org/src/contrib/Archive/ompr/ompr_0.6.0.tar.gz
ompr.roi,https://cran.r-project.org/src/contrib/Archive/ompr.roi/ompr.roi_0.6.0.tar.gz
rclimateca,https://cran.r-project.org/src/contrib/Archive/rclimateca/rclimateca_0.1.tar.gz
StatCharrms,https://cran.r-project.org/src/contrib/Archive/StatCharrms/StatCharrms_0.90.1.tar.gz
teachingApps,https://cran.r-project.org/src/contrib/Archive/teachingApps/teachingApps_1.0.1.tar.gz
odbc,https://cran.r-project.org/src/contrib/Archive/odbc/odbc_1.0.0.tar.gz
bivrp,https://cran.r-project.org/src/contrib/Archive/bivrp/bivrp_1.0.tar.gz
briskaR,https://cran.r-project.org/src/contrib/Archive/briskaR/briskaR_0.1.0.tar.gz
ConR,https://cran.r-project.org/src/contrib/Archive/ConR/ConR_1.0.tar.gz
fst,https://cran.r-project.org/src/contrib/Archive/fst/fst_0.7.2.tar.gz
LAM,https://cran.r-project.org/src/contrib/Archive/LAM/LAM_0.0-17.tar.gz
mixR,https://cran.r-project.org/src/contrib/Archive/mixR/mixR_0.1.0.tar.gz
RegularizedSCA,https://cran.r-project.org/src/contrib/Archive/RegularizedSCA/RegularizedSCA_0.4.2.tar.gz
textshape,https://cran.r-project.org/src/contrib/Archive/textshape/textshape_0.2.0.tar.gz
tigreBrowserWriter,https://cran.r-project.org/src/contrib/Archive/tigreBrowserWriter/tigreBrowserWriter_0.1.2.tar.gz
wikilake,https://cran.r-project.org/src/contrib/Archive/wikilake/wikilake_0.1.tar.gz
SPAtest,https://cran.r-project.org/src/contrib/Archive/SPAtest/SPAtest_1.0.0.tar.gz
alterryx,https://cran.r-project.org/src/contrib/Archive/alterryx/alterryx_0.2.0.tar.gz
networktools,https://cran.r-project.org/src/contrib/Archive/networktools/networktools_1.0.0.tar.gz
powerCompRisk,https://cran.r-project.org/src/contrib/Archive/powerCompRisk/powerCompRisk_0.1.0.tar.gz
Tcomp,https://cran.r-project.org/src/contrib/Archive/Tcomp/Tcomp_1.0.0.tar.gz
pkr,https://cran.r-project.org/src/contrib/Archive/pkr/pkr_0.1.0.tar.gz
qrcmNP,https://cran.r-project.org/src/contrib/Archive/qrcmNP/qrcmNP_0.1.0.tar.gz
rwc,https://cran.r-project.org/src/contrib/Archive/rwc/rwc_1.0.tar.gz
tangram,https://cran.r-project.org/src/contrib/Archive/tangram/tangram_0.2.6.tar.gz
excerptr,https://cran.r-project.org/src/contrib/Archive/excerptr/excerptr_1.0.0.tar.gz
LocalControl,https://cran.r-project.org/src/contrib/Archive/LocalControl/LocalControl_1.0.0.tar.gz
shinymaterial,https://cran.r-project.org/src/contrib/Archive/shinymaterial/shinymaterial_0.1.0.tar.gz
hmi,https://cran.r-project.org/src/contrib/Archive/hmi/hmi_0.6.3.tar.gz
PSTR,https://cran.r-project.org/src/contrib/Archive/PSTR/PSTR_1.0.1.tar.gz
sitreeE,https://cran.r-project.org/src/contrib/Archive/sitreeE/sitreeE_0.0-1.tar.gz
welchADF,https://cran.r-project.org/src/contrib/Archive/welchADF/welchADF_0.1.tar.gz
metaforest,https://cran.r-project.org/src/contrib/Archive/metaforest/metaforest_0.1.0.tar.gz
redux,https://cran.r-project.org/src/contrib/Archive/redux/redux_1.0.0.tar.gz
graphkernels,https://cran.r-project.org/src/contrib/Archive/graphkernels/graphkernels_1.0.tar.gz
purrrlyr,https://cran.r-project.org/src/contrib/Archive/purrrlyr/purrrlyr_0.0.1.tar.gz
ramcmc,https://cran.r-project.org/src/contrib/Archive/ramcmc/ramcmc_0.1.0.tar.gz
RatingScaleReduction,https://cran.r-project.org/src/contrib/Archive/RatingScaleReduction/RatingScaleReduction_1.0.tar.gz
RchivalTag,https://cran.r-project.org/src/contrib/Archive/RchivalTag/RchivalTag_0.0.1.tar.gz
rdwd,https://cran.r-project.org/src/contrib/Archive/rdwd/rdwd_0.6.1.tar.gz
StructFDR,https://cran.r-project.org/src/contrib/Archive/StructFDR/StructFDR_1.0.tar.gz
DClusterm,https://cran.r-project.org/src/contrib/Archive/DClusterm/DClusterm_0.1.tar.gz
joineRML,https://cran.r-project.org/src/contrib/Archive/joineRML/joineRML_0.1.0.tar.gz
qgam,https://cran.r-project.org/src/contrib/Archive/qgam/qgam_1.1.1.tar.gz
RHMS,https://cran.r-project.org/src/contrib/Archive/RHMS/RHMS_1.0.tar.gz
MetaLonDA,https://cran.r-project.org/src/contrib/Archive/MetaLonDA/MetaLonDA_1.0.4.tar.gz
aws.s3,https://cran.r-project.org/src/contrib/Archive/aws.s3/aws.s3_0.3.1.tar.gz
clampSeg,https://cran.r-project.org/src/contrib/Archive/clampSeg/clampSeg_1.0-1.tar.gz
DisHet,https://cran.r-project.org/src/contrib/Archive/DisHet/DisHet_0.1.0.tar.gz
edgarWebR,https://cran.r-project.org/src/contrib/Archive/edgarWebR/edgarWebR_0.1.0.tar.gz
PeakSegOptimal,https://cran.r-project.org/src/contrib/Archive/PeakSegOptimal/PeakSegOptimal_2017.06.20.tar.gz
BiDAG,https://cran.r-project.org/src/contrib/Archive/BiDAG/BiDAG_1.0.0.tar.gz
DPP,https://cran.r-project.org/src/contrib/Archive/DPP/DPP_0.1.0.tar.gz
lvec,https://cran.r-project.org/src/contrib/Archive/lvec/lvec_0.1.0.tar.gz
neurohcp,https://cran.r-project.org/src/contrib/Archive/neurohcp/neurohcp_0.6.tar.gz
bssm,https://cran.r-project.org/src/contrib/Archive/bssm/bssm_0.1.0.tar.gz
frailtyEM,https://cran.r-project.org/src/contrib/Archive/frailtyEM/frailtyEM_0.5.2.tar.gz
ukbtools,https://cran.r-project.org/src/contrib/Archive/ukbtools/ukbtools_0.9.0.tar.gz
unsystation,https://cran.r-project.org/src/contrib/Archive/unsystation/unsystation_0.1.0.tar.gz
ALA4R,https://cran.r-project.org/src/contrib/Archive/ALA4R/ALA4R_1.5.3.tar.gz
genotypeR,https://cran.r-project.org/src/contrib/Archive/genotypeR/genotypeR_0.0.1.6.tar.gz
ICtest,https://cran.r-project.org/src/contrib/Archive/ICtest/ICtest_0.2.tar.gz
margins,https://cran.r-project.org/src/contrib/Archive/margins/margins_0.3.0.tar.gz
microPop,https://cran.r-project.org/src/contrib/Archive/microPop/microPop_1.0.tar.gz
philentropy,https://cran.r-project.org/src/contrib/Archive/philentropy/philentropy_0.0.1.tar.gz
prediction,https://cran.r-project.org/src/contrib/Archive/prediction/prediction_0.1.1.tar.gz
quadprogXT,https://cran.r-project.org/src/contrib/Archive/quadprogXT/quadprogXT_0.0.1.tar.gz
regnet,https://cran.r-project.org/src/contrib/Archive/regnet/regnet_0.1.0.tar.gz
templates,https://cran.r-project.org/src/contrib/Archive/templates/templates_0.1.0.tar.gz
ziphsmm,https://cran.r-project.org/src/contrib/Archive/ziphsmm/ziphsmm_1.0.0.tar.gz
AIG,https://cran.r-project.org/src/contrib/Archive/AIG/AIG_0.1.0.tar.gz
easycsv,https://cran.r-project.org/src/contrib/Archive/easycsv/easycsv_1.0.1.tar.gz
kableExtra,https://cran.r-project.org/src/contrib/Archive/kableExtra/kableExtra_0.1.0.tar.gz
tabularaster,https://cran.r-project.org/src/contrib/Archive/tabularaster/tabularaster_0.3.0.tar.gz
MAVE,https://cran.r-project.org/src/contrib/Archive/MAVE/MAVE_0.1.6.tar.gz
HURDAT,https://cran.r-project.org/src/contrib/Archive/HURDAT/HURDAT_0.1.0.tar.gz
kutils,https://cran.r-project.org/src/contrib/Archive/kutils/kutils_0.91.tar.gz
StepSignalMargiLike,https://cran.r-project.org/src/contrib/Archive/StepSignalMargiLike/StepSignalMargiLike_2.5.9.tar.gz
CrossValidate,https://cran.r-project.org/src/contrib/Archive/CrossValidate/CrossValidate_2.3.0.tar.gz
GAparsimony,https://cran.r-project.org/src/contrib/Archive/GAparsimony/GAparsimony_0.9-1.tar.gz
ggjoy,https://cran.r-project.org/src/contrib/Archive/ggjoy/ggjoy_0.1.tar.gz
Modeler,https://cran.r-project.org/src/contrib/Archive/Modeler/Modeler_3.4.2.tar.gz
randgeo,https://cran.r-project.org/src/contrib/Archive/randgeo/randgeo_0.1.0.tar.gz
rdist,https://cran.r-project.org/src/contrib/Archive/rdist/rdist_0.0.1.tar.gz
rsurface,https://cran.r-project.org/src/contrib/Archive/rsurface/rsurface_1.0.2.tar.gz
SIBERG,https://cran.r-project.org/src/contrib/Archive/SIBERG/SIBERG_2.0.0.tar.gz
simsurv,https://cran.r-project.org/src/contrib/Archive/simsurv/simsurv_0.1.0.tar.gz
Umpire,https://cran.r-project.org/src/contrib/Archive/Umpire/Umpire_1.3.4.tar.gz
ClassComparison,https://cran.r-project.org/src/contrib/Archive/ClassComparison/ClassComparison_3.1.5.tar.gz
datadogr,https://cran.r-project.org/src/contrib/Archive/datadogr/datadogr_0.1.0.tar.gz
diffusr,https://cran.r-project.org/src/contrib/Archive/diffusr/diffusr_0.1.0.tar.gz
implyr,https://cran.r-project.org/src/contrib/Archive/implyr/implyr_0.1.0.tar.gz
oompaBase,https://cran.r-project.org/src/contrib/Archive/oompaBase/oompaBase_3.2.4.tar.gz
Polychrome,https://cran.r-project.org/src/contrib/Archive/Polychrome/Polychrome_0.8.2.tar.gz
PreProcess,https://cran.r-project.org/src/contrib/Archive/PreProcess/PreProcess_3.1.4.tar.gz
TailRank,https://cran.r-project.org/src/contrib/Archive/TailRank/TailRank_3.1.3.tar.gz
tukeytrend,https://cran.r-project.org/src/contrib/Archive/tukeytrend/tukeytrend_0.4.tar.gz
ChoR,https://cran.r-project.org/src/contrib/Archive/ChoR/ChoR_0.0-1.tar.gz
datasus,https://cran.r-project.org/src/contrib/Archive/datasus/datasus_0.1.0.tar.gz
rust,https://cran.r-project.org/src/contrib/Archive/rust/rust_1.0.0.tar.gz
HTSSIP,https://cran.r-project.org/src/contrib/Archive/HTSSIP/HTSSIP_1.0.3.tar.gz
missRanger,https://cran.r-project.org/src/contrib/Archive/missRanger/missRanger_1.0.0.tar.gz
PBNPA,https://cran.r-project.org/src/contrib/Archive/PBNPA/PBNPA_0.0.1.tar.gz
vortexR,https://cran.r-project.org/src/contrib/Archive/vortexR/vortexR_1.0.3.tar.gz
base64url,https://cran.r-project.org/src/contrib/Archive/base64url/base64url_1.0.tar.gz
ffstream,https://cran.r-project.org/src/contrib/Archive/ffstream/ffstream_0.1.2.tar.gz
MTA,https://cran.r-project.org/src/contrib/Archive/MTA/MTA_0.1.0.tar.gz
rbi,https://cran.r-project.org/src/contrib/Archive/rbi/rbi_0.4.1.tar.gz
treespace,https://cran.r-project.org/src/contrib/Archive/treespace/treespace_1.0.0.tar.gz
mltools,https://cran.r-project.org/src/contrib/Archive/mltools/mltools_0.1.0.tar.gz
ASIP,https://cran.r-project.org/src/contrib/Archive/ASIP/ASIP_0.3.1.tar.gz
cld2,https://cran.r-project.org/src/contrib/Archive/cld2/cld2_1.0.tar.gz
dartR,https://cran.r-project.org/src/contrib/Archive/dartR/dartR_0.79.tar.gz
Knoema,https://cran.r-project.org/src/contrib/Archive/Knoema/Knoema_0.1.7.tar.gz
MEclustnet,https://cran.r-project.org/src/contrib/Archive/MEclustnet/MEclustnet_1.0.tar.gz
openSTARS,https://cran.r-project.org/src/contrib/Archive/openSTARS/openSTARS_1.0.0.tar.gz
Select,https://cran.r-project.org/src/contrib/Archive/Select/Select_1.0.tar.gz
shiny.semantic,https://cran.r-project.org/src/contrib/Archive/shiny.semantic/shiny.semantic_0.1.1.tar.gz
blandr,https://cran.r-project.org/src/contrib/Archive/blandr/blandr_0.4.3.tar.gz
MVisAGe,https://cran.r-project.org/src/contrib/Archive/MVisAGe/MVisAGe_0.1.0.tar.gz
readtext,https://cran.r-project.org/src/contrib/Archive/readtext/readtext_0.50.tar.gz
ROI.plugin.alabama,https://cran.r-project.org/src/contrib/Archive/ROI.plugin.alabama/ROI.plugin.alabama_0.2-5.tar.gz
writexl,https://cran.r-project.org/src/contrib/Archive/writexl/writexl_0.1.tar.gz
BIEN,https://cran.r-project.org/src/contrib/Archive/BIEN/BIEN_1.0.0.tar.gz
tidyquant,https://cran.r-project.org/src/contrib/Archive/tidyquant/tidyquant_0.1.0.tar.gz
coga,https://cran.r-project.org/src/contrib/Archive/coga/coga_0.1.0.tar.gz
DescriptiveStats.OBeu,https://cran.r-project.org/src/contrib/Archive/DescriptiveStats.OBeu/DescriptiveStats.OBeu_1.2.0.tar.gz
gdpc,https://cran.r-project.org/src/contrib/Archive/gdpc/gdpc_1.0.0.tar.gz
LeArEst,https://cran.r-project.org/src/contrib/Archive/LeArEst/LeArEst_0.1.4.tar.gz
preference,https://cran.r-project.org/src/contrib/Archive/preference/preference_0.1.0.tar.gz
CondIndTests,https://cran.r-project.org/src/contrib/Archive/CondIndTests/CondIndTests_0.1.1.tar.gz
dlib,https://cran.r-project.org/src/contrib/Archive/dlib/dlib_1.0.tar.gz
gWQS,https://cran.r-project.org/src/contrib/Archive/gWQS/gWQS_1.0.0.tar.gz
lmvar,https://cran.r-project.org/src/contrib/Archive/lmvar/lmvar_1.0.0.tar.gz
nardl,https://cran.r-project.org/src/contrib/Archive/nardl/nardl_0.1.0.tar.gz
sensors4plumes,https://cran.r-project.org/src/contrib/Archive/sensors4plumes/sensors4plumes_0.9.tar.gz
imagine,https://cran.r-project.org/src/contrib/Archive/imagine/imagine_1.1.0.tar.gz
optional,https://cran.r-project.org/src/contrib/Archive/optional/optional_1.0.tar.gz
FactoInvestigate,https://cran.r-project.org/src/contrib/Archive/FactoInvestigate/FactoInvestigate_1.0.tar.gz
pbdRPC,https://cran.r-project.org/src/contrib/Archive/pbdRPC/pbdRPC_0.1-1.tar.gz
rpms,https://cran.r-project.org/src/contrib/Archive/rpms/rpms_0.1.0.tar.gz
DAC,https://cran.r-project.org/src/contrib/Archive/DAC/DAC_0.1.0.tar.gz
olsrr,https://cran.r-project.org/src/contrib/Archive/olsrr/olsrr_0.1.0.tar.gz
ProjectionBasedClustering,https://cran.r-project.org/src/contrib/Archive/ProjectionBasedClustering/ProjectionBasedClustering_1.0.0.tar.gz
SurvDisc,https://cran.r-project.org/src/contrib/Archive/SurvDisc/SurvDisc_0.1.0.tar.gz
glm.predict,https://cran.r-project.org/src/contrib/Archive/glm.predict/glm.predict_2.3-0.tar.gz
jsonld,https://cran.r-project.org/src/contrib/Archive/jsonld/jsonld_1.0.tar.gz
weco,https://cran.r-project.org/src/contrib/Archive/weco/weco_1.0.tar.gz
AR,https://cran.r-project.org/src/contrib/Archive/AR/AR_1.0.tar.gz
mrbsizeR,https://cran.r-project.org/src/contrib/Archive/mrbsizeR/mrbsizeR_1.0.1.tar.gz
PLMIX,https://cran.r-project.org/src/contrib/Archive/PLMIX/PLMIX_1.0.tar.gz
PLmixed,https://cran.r-project.org/src/contrib/Archive/PLmixed/PLmixed_0.1.0.tar.gz
pointblank,https://cran.r-project.org/src/contrib/Archive/pointblank/pointblank_0.1.tar.gz
RAC,https://cran.r-project.org/src/contrib/Archive/RAC/RAC_1.0.1.tar.gz
brt,https://cran.r-project.org/src/contrib/Archive/brt/brt_1.1.0.tar.gz
estprod,https://cran.r-project.org/src/contrib/Archive/estprod/estprod_0.0.1.tar.gz
IMIFA,https://cran.r-project.org/src/contrib/Archive/IMIFA/IMIFA_1.1.0.tar.gz
Jdmbs,https://cran.r-project.org/src/contrib/Archive/Jdmbs/Jdmbs_1.0.tar.gz
nprobust,https://cran.r-project.org/src/contrib/Archive/nprobust/nprobust_0.0.1.tar.gz
sbart,https://cran.r-project.org/src/contrib/Archive/sbart/sbart_0.1.0.tar.gz
BBMV,https://cran.r-project.org/src/contrib/Archive/BBMV/BBMV_1.0.tar.gz
convexjlr,https://cran.r-project.org/src/contrib/Archive/convexjlr/convexjlr_0.5.0.tar.gz
predtoolsTS,https://cran.r-project.org/src/contrib/Archive/predtoolsTS/predtoolsTS_0.1.0.tar.gz
sqlscore,https://cran.r-project.org/src/contrib/Archive/sqlscore/sqlscore_0.1.0.tar.gz
mathpix,https://cran.r-project.org/src/contrib/Archive/mathpix/mathpix_0.1.0.tar.gz
mrgsolve,https://cran.r-project.org/src/contrib/Archive/mrgsolve/mrgsolve_0.8.2.tar.gz
vdiffr,https://cran.r-project.org/src/contrib/Archive/vdiffr/vdiffr_0.1.0.tar.gz
FHDI,https://cran.r-project.org/src/contrib/Archive/FHDI/FHDI_1.0.tar.gz
SpatialFloor,https://cran.r-project.org/src/contrib/Archive/SpatialFloor/SpatialFloor_1.0.1.tar.gz
edpclient,https://cran.r-project.org/src/contrib/Archive/edpclient/edpclient_0.0.1.tar.gz
enviGCMS,https://cran.r-project.org/src/contrib/Archive/enviGCMS/enviGCMS_0.1.1.tar.gz
lavaanPlot,https://cran.r-project.org/src/contrib/Archive/lavaanPlot/lavaanPlot_0.1.0.tar.gz
MiRKAT,https://cran.r-project.org/src/contrib/Archive/MiRKAT/MiRKAT_1.0.tar.gz
MittagLeffleR,https://cran.r-project.org/src/contrib/Archive/MittagLeffleR/MittagLeffleR_0.1.0.tar.gz
nowcasting,https://cran.r-project.org/src/contrib/Archive/nowcasting/nowcasting_0.0.82.tar.gz
