pkg_name,pkg_download_successful,pkg_download_time,pkg_download_targz_size
lingtypology,TRUE,1.87328815460205,463829
tuckerR.mmgg,TRUE,0.968327045440674,18533
ROpenDota,TRUE,0.952999830245972,4908
beginr,TRUE,0.965603113174438,11748
diceR,TRUE,1.7596378326416,732986
jwutil,TRUE,1.02847504615784,45513
leaflet.minicharts,TRUE,3.42904710769653,3243143
manipulateWidget,TRUE,2.8361918926239,2169226
ompr,TRUE,0.998309135437012,37379
ompr.roi,TRUE,0.959206104278564,4222
rclimateca,TRUE,1.64191198348999,262706
StatCharrms,TRUE,2.79850101470947,987560
teachingApps,TRUE,1.55715703964233,612961
odbc,TRUE,1.08697891235352,62456
bivrp,TRUE,0.965042114257812,14273
briskaR,TRUE,3.24201607704163,3320306
ConR,TRUE,4.06878876686096,3742410
fst,TRUE,1.22502493858337,172108
LAM,TRUE,1.09221005439758,51796
mixR,TRUE,1.05442786216736,42819
RegularizedSCA,TRUE,1.12551307678223,37804
textshape,TRUE,1.22740817070007,128391
tigreBrowserWriter,TRUE,1.44791197776794,8277
wikilake,TRUE,1.07388305664062,44387
SPAtest,TRUE,0.956723928451538,4367
alterryx,TRUE,0.986366987228394,22251
networktools,TRUE,1.52801299095154,641353
powerCompRisk,TRUE,0.956517219543457,3116
Tcomp,TRUE,1.41910290718079,353294
pkr,TRUE,1.21774291992188,180978
qrcmNP,TRUE,0.987621068954468,30077
rwc,TRUE,0.957684993743896,8437
tangram,TRUE,1.63341999053955,801683
excerptr,TRUE,0.998999118804932,37693
LocalControl,TRUE,1.28191614151001,132717
shinymaterial,TRUE,1.09405899047852,101061
hmi,TRUE,1.38141202926636,182504
PSTR,TRUE,1.26391887664795,196365
sitreeE,TRUE,0.949114084243774,10103
welchADF,TRUE,0.982622861862183,30232
metaforest,TRUE,1.05027294158936,17640
redux,TRUE,1.13512182235718,77662
graphkernels,TRUE,0.977941036224365,41470
purrrlyr,TRUE,1.67675709724426,32189
ramcmc,TRUE,1.73624014854431,290945
RatingScaleReduction,TRUE,1.06023406982422,5661
RchivalTag,TRUE,1.32868599891663,345006
rdwd,TRUE,2.69303607940674,1648790
StructFDR,TRUE,0.963793992996216,7926
DClusterm,TRUE,6.34966611862183,2838962
joineRML,TRUE,8.71658706665039,2196648
qgam,TRUE,5.55465912818909,909783
RHMS,TRUE,1.49901700019836,26844
MetaLonDA,TRUE,2.99145221710205,16558
aws.s3,TRUE,1.58393692970276,42914
clampSeg,TRUE,1.71020293235779,113578
DisHet,TRUE,6.43080687522888,2895707
edgarWebR,TRUE,1.44448900222778,89202
PeakSegOptimal,TRUE,1.22143483161926,133072
BiDAG,TRUE,1.1099271774292,76303
DPP,TRUE,1.39283490180969,23793
lvec,TRUE,1.06847214698792,33125
neurohcp,TRUE,1.72413110733032,273974
bssm,TRUE,4.80026412010193,501793
frailtyEM,TRUE,1.65002012252808,461013
ukbtools,TRUE,9.04327201843262,4510885
unsystation,TRUE,0.958829164505005,6697
ALA4R,TRUE,6.48967003822327,2932243
genotypeR,TRUE,1.7713520526886,516287
ICtest,TRUE,2.22276997566223,948853
margins,TRUE,3.18009519577026,1782537
microPop,TRUE,1.53574705123901,389273
philentropy,TRUE,1.7385950088501,55001
prediction,TRUE,0.963343858718872,6030
quadprogXT,TRUE,0.961769819259644,7095
regnet,TRUE,2.03993201255798,472116
templates,TRUE,1.17320895195007,9763
ziphsmm,TRUE,1.05261087417603,34546
AIG,TRUE,0.964386940002441,8668
easycsv,TRUE,0.956596851348877,4894
kableExtra,TRUE,2.8525218963623,1639838
tabularaster,TRUE,1.9573290348053,587698
MAVE,TRUE,1.4157440662384,329628
HURDAT,TRUE,2.63083791732788,1046030
kutils,TRUE,1.64768815040588,501159
StepSignalMargiLike,TRUE,1.40656399726868,290650
CrossValidate,TRUE,1.19113779067993,128556
GAparsimony,TRUE,0.972211122512817,26390
ggjoy,TRUE,1.75213694572449,538967
Modeler,TRUE,2.26972389221191,760177
randgeo,TRUE,1.52503800392151,378139
rdist,TRUE,0.958116054534912,7801
rsurface,TRUE,0.956506967544556,6513
SIBERG,TRUE,1.33386898040771,192539
simsurv,TRUE,1.11912798881531,46866
Umpire,TRUE,1.41028594970703,258268
ClassComparison,TRUE,2.00880599021912,324529
datadogr,TRUE,0.960983037948608,7585
diffusr,TRUE,1.46071887016296,257749
implyr,TRUE,1.03609204292297,18639
oompaBase,TRUE,1.4632089138031,169025
Polychrome,TRUE,1.55718207359314,273288
PreProcess,TRUE,1.43273210525513,193603
TailRank,TRUE,1.42891502380371,284746
tukeytrend,TRUE,1.88165903091431,680422
ChoR,TRUE,4.20694208145142,3775191
datasus,TRUE,1.55544090270996,374488
rust,TRUE,1.22869491577148,101605
HTSSIP,TRUE,3.93344616889954,3141645
missRanger,TRUE,0.957599878311157,5596
PBNPA,TRUE,1.08934903144836,87007
vortexR,TRUE,2.11595988273621,690180
base64url,TRUE,0.956800937652588,10034
ffstream,TRUE,2.19903612136841,968753
MTA,TRUE,4.08530616760254,3257570
rbi,TRUE,0.975895881652832,37726
treespace,TRUE,4.32271194458008,4067072
mltools,TRUE,1.01280307769775,25389
ASIP,TRUE,1.023521900177,36586
cld2,TRUE,5.61938905715942,3670896
dartR,TRUE,3.49920296669006,2636943
Knoema,TRUE,0.967082977294922,10827
MEclustnet,TRUE,1.02569484710693,35594
openSTARS,TRUE,2.08157515525818,833181
Select,TRUE,0.960625886917114,3880
shiny.semantic,TRUE,2.31818795204163,1483858
blandr,TRUE,1.30978512763977,213197
MVisAGe,TRUE,2.50506901741028,1311139
readtext,TRUE,4.13613390922546,2195576
ROI.plugin.alabama,TRUE,0.970777988433838,5300
writexl,TRUE,1.27147793769836,186621
BIEN,TRUE,1.03111696243286,37296
tidyquant,TRUE,1.27355599403381,153591
coga,TRUE,1.09810495376587,72695
DescriptiveStats.OBeu,TRUE,2.17590403556824,91845
gdpc,TRUE,2.00923180580139,165853
LeArEst,TRUE,2.28332090377808,216983
preference,TRUE,1.63091111183167,404693
CondIndTests,TRUE,1.03119897842407,19003
dlib,TRUE,4.48894309997559,3031710
gWQS,TRUE,1.32865405082703,187150
lmvar,TRUE,1.40492510795593,216178
nardl,TRUE,0.965605974197388,8292
sensors4plumes,TRUE,1.86943602561951,664188
imagine,TRUE,3.22849202156067,1716486
optional,TRUE,1.1598379611969,9209
FactoInvestigate,TRUE,1.08949899673462,81302
pbdRPC,TRUE,1.95530295372009,743521
rpms,TRUE,1.43155717849731,285299
DAC,TRUE,0.970660924911499,6215
olsrr,TRUE,1.67690205574036,486522
ProjectionBasedClustering,TRUE,1.08531498908997,61545
SurvDisc,TRUE,4.30769610404968,2804495
glm.predict,TRUE,1.02344799041748,12808
jsonld,TRUE,1.9168529510498,53089
weco,TRUE,2.24890685081482,276305
AR,TRUE,1.48802495002747,12576
mrbsizeR,TRUE,3.67234516143799,1393313
PLMIX,TRUE,2.04388904571533,169735
PLmixed,TRUE,2.20882797241211,1049491
pointblank,TRUE,2.41678786277771,1264072
RAC,TRUE,1.20722103118896,126296
brt,TRUE,0.951414108276367,3871
estprod,TRUE,1.11130094528198,96495
IMIFA,TRUE,2.35086703300476,1380004
Jdmbs,TRUE,1.30817198753357,197780
nprobust,TRUE,0.97885799407959,15832
sbart,TRUE,1.91641211509705,628726
BBMV,TRUE,1.05086994171143,31354
convexjlr,TRUE,1.24672508239746,158846
predtoolsTS,TRUE,1.04373788833618,18197
sqlscore,TRUE,2.31405711174011,15959
mathpix,TRUE,2.2265260219574,221574
mrgsolve,TRUE,2.1468710899353,364737
vdiffr,TRUE,1.57686305046082,68012
FHDI,TRUE,1.37432909011841,71043
SpatialFloor,TRUE,0.958794116973877,7538
edpclient,TRUE,1.09661197662354,19252
enviGCMS,TRUE,1.00726199150085,19497
lavaanPlot,TRUE,2.61402702331543,1102383
MiRKAT,TRUE,1.3125,253516
MittagLeffleR,TRUE,1.20842003822327,175722
nowcasting,TRUE,1.11417007446289,28126
survivALL,TRUE,2.37414503097534,1121556
worms,TRUE,3.93308901786804,22353
EpiCurve,TRUE,0.961621999740601,3146
MARX,TRUE,0.989884853363037,38550
VarReg,TRUE,2.04921984672546,764954
APML0,TRUE,0.976607084274292,20710
komadown,TRUE,2.36984300613403,83676
leaflet.esri,TRUE,1.84924292564392,102493
rpql,TRUE,1.4448299407959,30029
leaflet.extras,TRUE,3.03651714324951,1902500
s2,TRUE,1.47424983978271,262897
interflex,TRUE,1.11221313476562,48870
utilsIPEA,TRUE,4.62966299057007,4748737
wiqid,TRUE,1.30755805969238,203280
ClusVis,TRUE,1.15802693367004,11394
denseFLMM,TRUE,0.956008911132812,12789
mschart,TRUE,1.44621300697327,313999
esmprep,TRUE,1.23362302780151,150319
HiCblock,TRUE,3.31795310974121,2562350
HiCglmi,TRUE,4.59320497512817,2580653
stampr,TRUE,1.8880090713501,682257
bioOED,TRUE,1.10053896903992,49669
genderBR,TRUE,0.957683086395264,8006
uncmbb,TRUE,1.1104691028595,33703
brglm2,TRUE,1.50071215629578,320713
classiFunc,TRUE,1.13562202453613,98427
corehunter,TRUE,2.09107494354248,1086242
meltt,TRUE,0.991163015365601,31837
sglg,TRUE,0.996278047561646,44503
foghorn,TRUE,1.11754393577576,18178
yesno,TRUE,0.953712940216064,3018
fpp2,TRUE,1.36663699150085,266378
gldrm,TRUE,1.1493501663208,22430
MultiVarSel,TRUE,2.16554403305054,486354
survtmle,TRUE,1.83978700637817,420493
tsensembler,TRUE,1.30213904380798,63528
bioimagetools,TRUE,1.55231904983521,363231
di,TRUE,1.82375502586365,233518
snpReady,TRUE,1.4170229434967,340408
nmw,TRUE,1.22532987594604,125086
swmmr,TRUE,0.963191986083984,10644
AnnotationBustR,TRUE,1.96948599815369,926348
esvis,TRUE,1.92242980003357,742417
SentimentAnalysis,TRUE,1.33020496368408,123700
spc4sts,TRUE,0.949277877807617,12680
textstem,TRUE,1.09504699707031,78804
ggconf,TRUE,1.49711203575134,415582
liureg,TRUE,0.97825288772583,17585
ReinforcementLearning,TRUE,2.00722312927246,915057
tint,TRUE,1.77791094779968,704124
alfred,TRUE,1.23967409133911,163428
eply,TRUE,0.966112852096558,12676
RWildbook,TRUE,1.64702892303467,620123
bsplus,TRUE,0.969983100891113,29755
kernplus,TRUE,0.978405952453613,39554
bigKRLS,TRUE,1.09973883628845,95870
data.world,TRUE,0.978225946426392,18845
factorMerger,TRUE,4.23791408538818,3067593
fbar,TRUE,1.30534696578979,241844
ForestTools,TRUE,3.82817697525024,2170722
APfun,TRUE,0.961558818817139,3756
epidata,TRUE,0.961724042892456,11339
toxplot,TRUE,2.83804178237915,1136804
UncertainInterval,TRUE,0.990884065628052,19277
sparseFLMM,TRUE,1.40223217010498,256347
cvequality,TRUE,1.09733200073242,57303
errorlocate,TRUE,1.03323221206665,22741
mstR,TRUE,1.10143399238586,51928
normalr,TRUE,1.01730895042419,3528
bindrcpp,TRUE,1.01641392707825,7927
geofacet,TRUE,1.10122203826904,50612
phantom,TRUE,2.51778507232666,1656356
SeqKat,TRUE,1.85386681556702,836307
encode,TRUE,1.05151700973511,4860
productivity,TRUE,1.10849499702454,64345
SubTite,TRUE,1.02637791633606,13788
bairt,TRUE,1.46784400939941,398094
dfped,TRUE,1.04676008224487,30186
ssc,TRUE,1.1918089389801,157811
quotedargs,TRUE,0.96990704536438,11697
blob,TRUE,0.959341049194336,3841
interp,TRUE,1.15717506408691,54396
orthoDr,TRUE,1.16351985931396,94667
windfarmGA,TRUE,1.28677606582642,143458
DMRnet,TRUE,1.09700679779053,51783
sfdct,TRUE,3.35961389541626,2256705
DPWeibull,TRUE,1.1484968662262,46935
GPGame,TRUE,1.01550507545471,37612
SetTest,TRUE,0.961580038070679,11139
AdapSamp,TRUE,0.96282696723938,7117
horserule,TRUE,0.992876052856445,25926
incR,TRUE,1.35276508331299,56087
RNRCS,TRUE,0.964323043823242,8731
descriptr,TRUE,1.34167504310608,296192
eventdataR,TRUE,3.12663817405701,1795439
rarhsmm,TRUE,1.08165001869202,106925
gamRR,TRUE,0.963427066802979,1773
metScanR,TRUE,1.52930116653442,378956
RNAsmc,TRUE,1.16572308540344,12936
g2f,TRUE,0.961443901062012,6065
QuantTools,TRUE,4.12713885307312,4794501
Rgb,TRUE,2.05418395996094,1030523
datetime,TRUE,0.965383052825928,9240
splithalf,TRUE,1.35637187957764,50414
survidm,TRUE,1.1218318939209,79699
wpp2017,TRUE,4.04899001121521,4715516
EthSEQ,TRUE,2.06458401679993,934135
metaviz,TRUE,1.88226509094238,828730
MonteCarlo,TRUE,1.12769603729248,50708
rdlocrand,TRUE,1.19039011001587,19773
adaptiveGPCA,TRUE,2.62605309486389,1719183
gfmR,TRUE,1.10238480567932,61044
patentsview,TRUE,1.07663893699646,55643
assignPOP,TRUE,1.5390031337738,508872
bindr,TRUE,0.962323904037476,5928
pacotest,TRUE,1.08430504798889,50273
xtractomatic,TRUE,3.00608611106873,1161309
aniDom,TRUE,0.959230899810791,9070
gfer,TRUE,2.0812361240387,5265
widyr,TRUE,2.27820491790771,203643
datetimeutils,TRUE,1.97236180305481,145889
Rcriticor,TRUE,2.50399398803711,1222803
rmonad,TRUE,1.3344578742981,41596
sim1000G,TRUE,1.19936203956604,162669
cronR,TRUE,1.23469209671021,182322
EpiILM,TRUE,1.10218715667725,18981
wgeesel,TRUE,1.18416905403137,31696
lime,TRUE,1.63715004920959,704951
anomalyDetection,TRUE,1.73550891876221,410663
ACMEeqtl,TRUE,1.12899088859558,41941
KraljicMatrix,TRUE,1.2084379196167,153074
origami,TRUE,1.16378593444824,31503
robets,TRUE,0.994088172912598,29567
slickR,TRUE,1.1043221950531,84694
adeba,TRUE,0.961344957351685,12188
hansard,TRUE,1.10927104949951,25500
RcmdrPlugin.aRnova,TRUE,3.0217559337616,3825412
tmcn,TRUE,1.57275414466858,310518
OpenML,TRUE,1.39294910430908,333097
rpostgisLT,TRUE,1.43737196922302,465017
ashr,TRUE,1.2605938911438,114482
DoE.MIParray,TRUE,0.983057975769043,37653
fauxpas,TRUE,0.962155103683472,15299
GetITRData,TRUE,1.57224607467651,609381
ldhmm,TRUE,1.31126308441162,359654
idmTPreg,TRUE,1.01358008384705,26872
projector,TRUE,1.31177401542664,274238
worldmet,TRUE,2.64400720596313,942410
zenplots,TRUE,3.87278699874878,1981505
fuzzywuzzyR,TRUE,1.06426692008972,15930
photobiologyLamps,TRUE,1.75649499893188,296564
rospca,TRUE,1.54037308692932,279733
nzpullover,TRUE,1.21562099456787,120131
Rcssplot,TRUE,1.33663606643677,172916
rpgm,TRUE,1.16536283493042,6955
stoRy,TRUE,2.84401702880859,1528156
bea.R,TRUE,0.98747706413269,20731
CPBayes,TRUE,0.98580002784729,44361
multfisher,TRUE,1.06187295913696,21706
BEACH,TRUE,1.22891092300415,112546
lassopv,TRUE,0.959172010421753,3004
suncalc,TRUE,1.04942107200623,14032
VeryLargeIntegers,TRUE,1.01954507827759,38082
CircMLE,TRUE,0.962021827697754,9343
sNPLS,TRUE,0.966511011123657,6981
confSAM,TRUE,1.31401991844177,297259
ratios,TRUE,0.989046096801758,41473
ggmuller,TRUE,1.40372800827026,200409
PakPC2017,TRUE,1.2793300151825,228141
Brundle,TRUE,1.18973898887634,204476
clust.bin.pair,TRUE,0.949131965637207,12345
ratesci,TRUE,0.983983993530273,20455
EMMIXcskew,TRUE,0.994561910629272,41479
inferr,TRUE,1.11418318748474,67041
mopa,TRUE,2.56109404563904,679842
Rilostat,TRUE,0.991137981414795,26478
revdbayes,TRUE,6.67422294616699,193375
swCRTdesign,TRUE,1.04295516014099,22534
tatoo,TRUE,1.20008087158203,209396
fivethirtyeight,TRUE,2.62522101402283,2723809
tidygraph,TRUE,1.10913491249084,68410
npcopTest,TRUE,0.970646142959595,5252
vote,TRUE,0.961339950561523,13256
adepro,TRUE,1.08378791809082,20460
OutliersO3,TRUE,1.75669980049133,988000
PTXQC,TRUE,2.63047003746033,2902783
valuer,TRUE,1.08838605880737,107029
MBC,TRUE,1.52405595779419,496054
multiApply,TRUE,0.956011056900024,3747
quantoptr,TRUE,1.70814490318298,101511
survivalsvm,TRUE,1.0862500667572,40063
aVirtualTwins,TRUE,1.2044038772583,82433
gk,TRUE,0.955804109573364,7480
pcev,TRUE,1.53701090812683,445956
ICSOutlier,TRUE,2.01156115531921,586984
pipeGS,TRUE,0.986418962478638,14854
SpaDES.addins,TRUE,1.43407297134399,162966
cifti,TRUE,0.964756011962891,10819
gifti,TRUE,1.13515901565552,15386
modmarg,TRUE,1.13879704475403,68530
opticut,TRUE,1.1332859992981,57660
denoiSeq,TRUE,1.55631303787231,317623
nlsr,TRUE,1.55109310150146,383563
OOR,TRUE,0.965473890304565,11219
BeSS,TRUE,0.955796003341675,14983
ggQC,TRUE,1.40932393074036,136303
RBMRB,TRUE,0.954145908355713,12055
robustBLME,TRUE,0.976045846939087,29777
spatstat.local,TRUE,1.31728291511536,167722
tibbletime,TRUE,2.39950609207153,134851
atsd,TRUE,2.07926607131958,40212
ludic,TRUE,1.74300384521484,16191
phylotate,TRUE,1.60164594650269,10252
tRophicPosition,TRUE,2.18698596954346,1079404
waver,TRUE,0.958910226821899,10803
clustRcompaR,TRUE,1.19028091430664,9351
libsoc,TRUE,1.33314180374146,112122
zeallot,TRUE,0.986099004745483,34360
ANOVAreplication,TRUE,0.998882055282593,19868
bigtcr,TRUE,0.962163925170898,11127
kokudosuuchi,TRUE,0.964517116546631,8307
languagelayeR,TRUE,0.965732097625732,2666
censusr,TRUE,0.958929061889648,10062
diagis,TRUE,3.05253291130066,1992088
finch,TRUE,1.83236980438232,257231
gradDescent,TRUE,1.5796229839325,43717
heims,TRUE,2.94574499130249,253631
datapasta,TRUE,3.16307091712952,238366
highlightHTML,TRUE,1.71846604347229,117501
TCIApathfinder,TRUE,1.16648602485657,14367
BibPlots,TRUE,0.997817993164062,4372
Xplortext,TRUE,2.01826095581055,213630
gLRTH,TRUE,0.963762998580933,2622
OmicsPLS,TRUE,1.5002601146698,401614
pals,TRUE,5.2979199886322,1293863
CreditRisk,TRUE,0.98389720916748,15608
LinkageMapView,TRUE,1.06973099708557,24387
nofrills,TRUE,0.959751129150391,8179
rMR,TRUE,1.21108198165894,219602
tropAlgebra,TRUE,0.961220979690552,7039
dat,TRUE,0.974729061126709,32026
equSA,TRUE,1.33319091796875,266538
abjutils,TRUE,1.01584386825562,8070
lbreg,TRUE,0.985263109207153,36691
PSW,TRUE,0.999352931976318,37067
RNAseqNet,TRUE,1.3435001373291,274823
rrpack,TRUE,1.14422798156738,61910
canprot,TRUE,2.88761806488037,2893199
dtree,TRUE,0.960813045501709,13669
SMMA,TRUE,0.973837852478027,15921
mau,TRUE,1.07758808135986,17803
optimus,TRUE,1.12500715255737,62620
ROI.plugin.lpsolve,TRUE,0.952675104141235,7322
splashr,TRUE,2.02617502212524,1396326
easySdcTable,TRUE,1.0222601890564,36520
COMBAT,TRUE,0.948993921279907,4946
cordillera,TRUE,0.974968194961548,33993
photobiologyLEDs,TRUE,1.66218113899231,425626
Emcdf,TRUE,0.9564049243927,9908
preText,TRUE,1.66525506973267,328141
PRIMME,TRUE,1.1919310092926,186360
rSQM,TRUE,1.96165299415588,1121785
tsdf,TRUE,1.09151005744934,65105
brant,TRUE,0.962867021560669,3300
IATScore,TRUE,0.957657098770142,8010
influxdbr,TRUE,2.79563498497009,18734
MultiRNG,TRUE,2.6140398979187,8285
RandPro,TRUE,2.25501298904419,4559
rFSA,TRUE,1.83545017242432,12187
UnivRNG,TRUE,1.6170608997345,9662
elevatr,TRUE,2.89975595474243,1957467
Rbgs,TRUE,2.41423392295837,1015504
RGBM,TRUE,0.973531007766724,25392
univOutl,TRUE,0.950695037841797,10687
constants,TRUE,0.988599061965942,17895
csv,TRUE,0.955596923828125,2211
dynsbm,TRUE,0.997549057006836,41045
sgee,TRUE,1.07206797599792,36570
grove,TRUE,4.24508595466614,16797
fmbasics,TRUE,1.58357405662537,689446
MatManlyMix,TRUE,1.23692202568054,131624
fastrtext,TRUE,2.39066505432129,2000079
fmdates,TRUE,1.504390001297,368829
ipft,TRUE,1.10860919952393,66840
SparseDC,TRUE,3.31803011894226,4580112
tidystringdist,TRUE,0.966079950332642,8956
Biolinv,TRUE,3.5698230266571,311114
miRNAss,TRUE,2.9599871635437,282180
naivebayes,TRUE,2.00233006477356,5870
sofa,TRUE,2.44061803817749,485195
bhm,TRUE,1.03887796401978,15114
rxylib,TRUE,1.16687297821045,65967
widgetframe,TRUE,0.959805011749268,15019
msde,TRUE,1.45866203308105,219009
mudfold,TRUE,1.01878690719604,16670
AmesHousing,TRUE,1.22213292121887,157950
PKPDmisc,TRUE,1.39940309524536,127837
stringformattr,TRUE,0.960226058959961,2312
SyncRNG,TRUE,0.987872123718262,10744
zonator,TRUE,1.87086606025696,1354063
cleanEHR,TRUE,2.41522192955017,1124696
gofastr,TRUE,1.42433190345764,263012
BisRNA,TRUE,0.977980852127075,18796
clustEff,TRUE,0.9510338306427,11732
GMAC,TRUE,1.32686400413513,278202
elo,TRUE,1.0202271938324,17590
libcoin,TRUE,0.987159967422485,32057
corpus,TRUE,1.21352291107178,180182
inum,TRUE,1.81802797317505,8241
refset,TRUE,1.68068718910217,22784
parsemsf,TRUE,1.57008099555969,62781
Inventorymodel,TRUE,1.16616606712341,15121
plotrr,TRUE,0.950937986373901,5311
mazeGen,TRUE,1.30178713798523,111801
mdw,TRUE,0.959539175033569,6481
networkGen,TRUE,0.981131076812744,33407
striprtf,TRUE,1.43217587471008,216607
xesreadR,TRUE,0.976278066635132,8118
EAinference,TRUE,1.20717597007751,133174
harrietr,TRUE,1.07552218437195,22043
NestedCategBayesImpute,TRUE,1.15075898170471,79367
adapr,TRUE,1.8079628944397,1312104
goftte,TRUE,1.39851498603821,148068
passport,TRUE,1.70920705795288,647419
SASmarkdown,TRUE,1.51531314849854,497913
MUS,TRUE,1.08400678634644,15235
Dforest,TRUE,1.21438312530518,227373
phase1RMD,TRUE,1.00817012786865,45955
simEd,TRUE,1.09126210212708,81908
cctools,TRUE,0.959053993225098,10674
unitizer,TRUE,1.58891487121582,744090
CorporaCoCo,TRUE,1.57636499404907,442647
IDCard,TRUE,0.960272789001465,1486
MHTdiscrete,TRUE,0.966229200363159,5737
powdist,TRUE,0.964881181716919,7980
futility,TRUE,1.20552086830139,153907
KMgene,TRUE,1.32212400436401,110438
LCF,TRUE,1.00260496139526,39401
ManifoldOptim,TRUE,1.31729197502136,234705
epicontacts,TRUE,1.6461820602417,999053
ICRanks,TRUE,0.988968849182129,12447
RcppHMM,TRUE,1.04253697395325,31719
RcppTN,TRUE,1.23383784294128,224580
AWR.Athena,TRUE,0.95934796333313,3992
wicket,TRUE,1.16860198974609,21014
easyAHP,TRUE,0.962438821792603,2943
xslt,TRUE,0.956617832183838,6527
gamreg,TRUE,0.959167957305908,5834
revgeo,TRUE,0.990568876266479,3133
spiderbar,TRUE,0.980062961578369,32374
sppmix,TRUE,1.79023909568787,1394678
modest,TRUE,1.20072412490845,128431
ICCbin,TRUE,0.978011846542358,8530
dparser,TRUE,1.20345401763916,182753
StakeholderAnalysis,TRUE,1.08700919151306,22263
qboxplot,TRUE,0.958056926727295,3720
rsample,TRUE,1.32141518592834,184189
ThankYouStars,TRUE,1.03106880187988,4072
BatchMap,TRUE,1.55274605751038,796292
anocva,TRUE,0.964009046554565,7684
PdPDB,TRUE,0.966325044631958,6127
rGoodData,TRUE,0.95657205581665,6188
rLDCP,TRUE,0.981276988983154,30353
rODE,TRUE,1.34434103965759,110451
geojson,TRUE,1.70495581626892,1006666
epxToR,TRUE,1.0483410358429,6132
Diderot,TRUE,1.00233387947083,25655
RcppQuantuccia,TRUE,1.90522694587708,1575152
ArCo,TRUE,1.07657504081726,43624
lplyr,TRUE,0.958470106124878,12568
Pstat,TRUE,0.987058877944946,18731
RJSplot,TRUE,1.63564515113831,859661
slowraker,TRUE,0.989859104156494,45595
infraFDTD.assist,TRUE,0.952095031738281,12974
MBHdesign,TRUE,1.31169986724854,264641
phylocanvas,TRUE,1.23254799842834,142180
rsurfer,TRUE,0.998128890991211,33211
coppeCosenzaR,TRUE,0.995268106460571,39904
vfcp,TRUE,1.17158102989197,5893
countyfloods,TRUE,1.41787195205688,473384
FinAna,TRUE,0.956448078155518,5481
kaphom,TRUE,1.02834391593933,3686
meanr,TRUE,1.38393402099609,172114
routr,TRUE,1.00373888015747,28141
GerminaR,TRUE,1.32924318313599,350227
WWR,TRUE,0.959974050521851,11762
cbar,TRUE,1.54633688926697,647726
MOEADr,TRUE,1.08406591415405,74690
MoLE,TRUE,1.13336896896362,75442
nspmix,TRUE,1.12709188461304,53171
optimization,TRUE,1.03336501121521,20480
EfficientMaxEigenpair,TRUE,1.42885494232178,564781
MHCtools,TRUE,1.10579299926758,99539
WaveLetLongMemory,TRUE,0.965494871139526,2908
zFactor,TRUE,1.32251000404358,339392
debugme,TRUE,2.51185297966003,994483
docuSignr,TRUE,0.988873958587646,5896
groupdata2,TRUE,1.3051450252533,309831
oii,TRUE,0.965374946594238,9624
ROI.plugin.msbinlp,TRUE,1.04640889167786,6650
ROI.plugin.optimx,TRUE,0.958343982696533,3430
liteq,TRUE,0.995820999145508,16827
EasyMx,TRUE,0.992079973220825,16649
htm2txt,TRUE,1.01032185554504,15437
mafs,TRUE,0.960248231887817,11341
monoreg,TRUE,1.69561886787415,737714
LZeroSpikeInference,TRUE,0.958393812179565,10133
geomedb,TRUE,0.957128047943115,3339
sicegar,TRUE,1.49390697479248,489070
vennplot,TRUE,1.06494808197021,17002
GSMX,TRUE,1.14148092269897,98465
rucrdtw,TRUE,1.32103610038757,313863
curstatCI,TRUE,1.08513593673706,49664
icmm,TRUE,1.66081213951111,945444
iDINGO,TRUE,1.32436800003052,109356
HybridFS,TRUE,1.00046110153198,28793
brea,TRUE,0.963484048843384,6552
colf,TRUE,0.985550880432129,25423
RcppBlaze,TRUE,2.14926385879517,2300870
Replicate,TRUE,0.968523979187012,4431
BMhyb,TRUE,1.35166621208191,42753
D3partitionR,TRUE,1.10183119773865,64831
editData,TRUE,2.36571311950684,2528356
BaTFLED3D,TRUE,1.37759399414062,244691
BrownDog,TRUE,0.960440874099731,6375
DWLasso,TRUE,0.961570024490356,5045
DataEntry,TRUE,1.37648296356201,158742
proustr,TRUE,2.1077561378479,2042454
confinterpret,TRUE,0.976969957351685,18210
additiveDEA,TRUE,0.967571973800659,14977
TSCS,TRUE,1.07091403007507,19230
msaR,TRUE,1.43442583084106,313749
basictabler,TRUE,1.56180214881897,733939
msu,TRUE,0.99462103843689,21038
SimTimeVar,TRUE,1.22705101966858,22150
statsDK,TRUE,2.43595814704895,46807
apercu,TRUE,2.18598508834839,6423
CHMM,TRUE,2.11750292778015,52946
MFKnockoffs,TRUE,1.96099591255188,51736
ArchaeoPhases,TRUE,2.93404793739319,2434842
breakfast,TRUE,1.404128074646,6429
glacierSMBM,TRUE,1.55177807807922,407245
isnullptr,TRUE,0.955880165100098,1498
pder,TRUE,2.11175012588501,2162773
pifpaf,TRUE,1.8469820022583,1315870
ecoseries,TRUE,0.963706970214844,3652
EventStudy,TRUE,2.18377304077148,836865
importar,TRUE,0.953893899917603,1928
kfda,TRUE,0.945029973983765,3174
LFDREmpiricalBayes,TRUE,1.41375303268433,420295
tinyProject,TRUE,0.983268022537231,20591
BNPMIXcluster,TRUE,1.53277707099915,668530
coinmarketcapr,TRUE,0.957705974578857,2857
d3plus,TRUE,1.47350287437439,527415
econullnetr,TRUE,1.20097804069519,229366
prioritylasso,TRUE,2.90240406990051,3151551
parlitools,TRUE,2.61454296112061,1805884
leabRa,TRUE,1.223797082901,85571
mosaicModel,TRUE,1.72939896583557,614554
